parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-48-02-06-000,SELSAM,"$10,700.00",,,,,,,,
81-48-02-07-000,324 CALVERT ST,,1,1901,2,1,0,528,NO,0
81-50-99-16-000,385 WAYNE AVE,"$1,900.00",,,,,,,,
81-50-99-18-000,498 WAYNE AVE,"$6,000.00",,,,,,,,
81-50-99-19-000,500 WAYNE AVE,"$2,100.00",,,,,,,,
81-51-01-01-000,MARIETTA ST,"$14,400.00",,,,,,,,
81-51-01-07-000,232 STILLWELL ST,"$1,000.00",,,,,,,,
81-51-02-01-000,930 MARIETTA ST,"$20,700.00",,,,,,,,
81-51-02-05-000,902 MARIETTA ST,"$23,800.00",,,,,,,,
81-51-02-10-000,215 STILLWELL ST,"$1,200.00",,,,,,,,
