parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
17-19-01-61-550,3668 COLONY HILL DR,"$101,400.00",1,2004,2,2,0,912,NO,0
17-19-01-62-550,3664 COLONY HILL DR,"$121,600.00",1,2004,3,2,0,1152,NO,0
17-19-01-08-550,3731 LEASURE CT,"$131,500.00",1,1998,3,2,0,1450,NO,0
17-19-01-11-550,3719 LEASURE CT,"$116,200.00",1,1998,2,2,0,1100,NO,0
17-19-01-14-551,3705 LEASURE CT,"$116,200.00",1,1999,2,2,0,1100,NO,0
17-19-01-15-552,3707 LEASURE CT S,"$116,200.00",1,1999,2,2,0,1100,NO,0
17-19-01-17-558,3747 LEASURE CT S,"$131,500.00",1,1999,3,2,0,1450,NO,0
17-19-01-18-559,3753 COLONY HILL DR,"$119,900.00",1,1999,3,2,0,1100,NO,0
17-19-01-21-554,3740 LEASURE CT,"$119,800.00",1,2000,3,2,1,1100,NO,0
17-19-01-23-556,3742 LEASURE CT S,"$156,500.00",2,2000,3,2,1,1850,NO,0
