parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-17-02-01-000,WOODLAWN AVE,"$1,600.00",,,,,,,,
81-17-03-05-000,622 WOODLAWN AVE,"$35,000.00",1,1991,3,2,0,1248,NO,0
81-17-03-11-000,WOODLAWN AVE,"$1,900.00",,,,,,,,
81-17-03-15-000,664 WOODLAWN AVE,"$24,100.00",1,1901,3,1,0,1124,YES,562
81-17-03-17-000,225 VAN BUREN ST,"$26,500.00",2,1901,6,2,0,1971,YES,1161
81-17-04-01-000,240 VAN BUREN ST,"$1,700.00",,,,,,,,
81-17-04-04-000,224 VAN BUREN ST,"$2,100.00",,,,,,,,
81-17-04-05-000,222 VAN BUREN ST,"$4,000.00",,,,,,,,
81-17-04-10-000,720 WOODLAWN AVE,"$1,700.00",,,,,,,,
81-17-04-11-000,WOODLAWN AVE,"$2,900.00",,,,,,,,
