parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-52-01-29-000,GRANT ST,$800.00,,,,,,,,
81-52-01-31-000,1075 GRANT ST,$700.00,,,,,,,,
81-52-01-32-000,1077 GRANT ST,$800.00,,,,,,,,
81-52-01-34-000,GRANT ST,$800.00,,,,,,,,
81-52-01-37-000,0 GRANT ST,$300.00,,,,,,,,
81-52-01-40-000,1119 GRANT ST,$800.00,,,,,,,,
81-52-02-01-000,1018 MARIETTA ST,"$100,300.00",,,,,,,,
81-52-03-03-000,972 MARIETTA ST,"$18,700.00",2.5,1900,3,1,0,1776,YES,888
81-53-01-13-000,1257 SHARON AVE,"$41,500.00",1,1880,3,1,0,1040,YES,472
81-53-01-17-000,1277 SHARON AVE,"$46,800.00",2,1917,3,1,0,1328,YES,664
