parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-47-01-11-000,WHEELER RD,"$2,900.00",,,,,,,,
81-40-02-02-000,564 WAYNE AVE,"$53,300.00",2,1900,2,1,0,1840,YES,451
81-40-02-04-000,556 WAYNE AVE,"$41,900.00",2,1900,4,2,0,1704,YES,554
81-40-02-07-000,544 WAYNE AVE,"$44,400.00",2,1900,5,2,0,1268,YES,272
81-40-02-08-000,532 WAYNE AVE,"$99,000.00",2,1874,5,2,0,3198,YES,1383
81-40-02-12-000,506 WAYNE AVE,"$61,060.00",2,1901,3,1,0,2300,NO,0
81-40-02-13-000,518 WAYNE AVE,"$52,600.00",2,1890,2,1,0,1596,YES,480
81-40-03-05-000,WAYNE AVE,"$1,400.00",,,,,,,,
81-40-03-10-000,WAYNE AVE,$900.00,,,,,,,,
81-42-01-06-000,1240 SELSAM ST,$400.00,,,,,,,,
