parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-58-02-32-000,1002 SILLIMAN ST,"$23,200.00",2,1901,3,1,1,1523,YES,896
81-58-02-44-000,1000 GREENWOOD AVE,"$85,900.00",2,2004,4,2,0,1430,YES,674
81-58-02-47-000,1018 GREENWOOD AVE,"$85,900.00",2,2004,4,2,0,1430,YES,674
81-58-02-52-000,1007 MAIN ST E,"$81,500.00",2,2004,4,2,0,1440,YES,720
81-58-02-53-000,1015 MAIN ST E,"$81,500.00",2,2004,4,2,0,1440,YES,720
81-58-02-55-000,1021 E MAIN ST,"$81,500.00",2,2004,4,2,0,1440,YES,720
81-58-02-57-000,E MAIN ST,"$1,200.00",,,,,,,,
81-58-03-02-000,MAIN ST E,"$25,800.00",,,,,,,,
81-58-03-04-000,MAIN ST E,"$33,400.00",,,,,,,,
81-58-03-04-700,9 BETWEEN AN S,"$1,100.00",,,,,,,,
