parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-08-02-19-000,1119 MOXAHALA AVE,"$36,200.00",2,1925,2,1,0,1300,YES,788
81-08-02-21-000,1109 MOXAHALA AVE,"$29,700.00",1,1901,2,1,0,1018,YES,509
81-08-03-01-000,222 LINCOLN ST,"$11,300.00",2,1901,4,1,0,2304,YES,1152
81-07-01-17-000,1062 MOXAHALA AVE,"$13,800.00",2,1901,2,1,0,1064,YES,203
81-07-01-21-000,MUSKINGUM AVE,"$2,500.00",,,,,,,,
81-07-01-24-000,MUSKINGUM AVE,"$2,500.00",,,,,,,,
81-07-01-31-000,MUSKINGUM AVE,"$4,000.00",,,,,,,,
81-07-02-02-000,128 ELMORE ST,"$49,080.00",2,1901,4,2,0,2580,YES,645
81-07-02-05-000,1016 PUTNAM AVE,"$22,000.00",2,1901,4,1,0,1470,YES,846
81-07-02-08-000,1030 PUTNAM AVE,"$3,800.00",,,,,,,,
