parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-05-02-03-000,814 MOXAHALA AVE,"$28,300.00",2,1901,3,1,0,1304,YES,578
81-05-02-06-000,832 MOXAHALA AVE,"$24,000.00",2,1901,4,2,0,2067,YES,448
81-05-02-10-000,850 MOXAHALA AVE,"$29,400.00",1,1901,2,1,0,940,YES,306
81-05-02-16-000,PIERCE ST,"$3,800.00",,,,,,,,
81-05-02-18-000,MUSKINGUM AVE,"$5,400.00",,,,,,,,
81-05-03-03-000,110 HARRISON ST,"$23,900.00",1,1901,2,1,0,1080,YES,480
81-05-03-08-000,814 PUTNAM AVE,"$8,800.00",,,,,,,,
81-05-03-10-001,PUTNAM AVE,"$26,800.00",,,,,,,,
81-08-02-05-000,1122 PUTNAM AVE,"$29,000.00",2,1901,3,2,0,1326,YES,355
81-08-02-08-000,1132 PUTNAM AVE,"$25,000.00",2,1901,2,1,0,1058,YES,240
