parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-08-03-03-000,1110 WOODLAWN AVE,"$26,700.00",2,1901,3,1,0,1557,YES,360
81-08-03-06-000,WOODLAWN AVE,$200.00,,,,,,,,
81-08-03-10-000,1138 WOODLAWN AVE,"$31,100.00",2,1901,2,1,0,1479,YES,312
81-08-03-13-000,1145 PUTNAM AVE,"$23,300.00",1,1901,2,1,0,1318,YES,1318
81-08-03-15-000,1139 PUTNAM AVE,"$1,500.00",,,,,,,,
81-08-03-21-000,1111 PUTNAM AVE,"$2,300.00",,,,,,,,
81-08-03-24-000,204 LINCOLN ST,"$9,400.00",,,,,,,,
81-08-04-06-000,1216 WOODLAWN AVE,"$28,600.00",2,1901,2,1,0,1312,YES,400
81-08-04-09-000,1230 WOODLAWN AVE,"$16,200.00",2,1901,2,1,0,992,YES,496
81-08-03-09-000,1134 WOODLAWN AVE,"$28,300.00",2,1920,4,1,0,1646,YES,367
