parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-46-01-03-000,1522 SHARON AVE,"$57,300.00",2,1930,3,1,0,1584,YES,1008
81-46-01-15-000,358 JORDAN AVE,"$42,200.00",1,1950,2,1,0,768,YES,768
81-46-01-21-000,335 WHITE OAK AVE,"$43,200.00",1,1953,2,1,0,768,YES,768
81-46-01-23-000,327 WHITE OAK AVE,"$40,700.00",1,1930,1,1,0,562,YES,281
81-46-02-03-000,1472 SHARON AVE,"$60,700.00",2,1925,4,2,0,1752,YES,948
81-46-02-07-000,335 JORDAN AVE,"$35,900.00",1,1934,2,1,0,884,YES,884
81-46-02-09-000,337 JORDAN AVE,"$41,100.00",1,1930,2,1,0,768,YES,768
81-46-02-10-000,343 JORDAN AVE,"$28,300.00",1,1925,2,1,0,624,YES,624
81-46-03-06-000,421 WHITE OAK AVE,"$36,200.00",1,1930,2,1,0,884,YES,540
81-46-03-07-000,429 WHITE OAK AVE,"$50,500.00",2,1885,3,1,0,1328,YES,224
