parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
17-19-03-44-000,1434 COLBURN DR,"$221,700.00",1,2002,4,3,1,2414,YES,2400
17-19-03-47-000,1407 COLBURN DR,"$251,000.00",1,2006,3,3,1,2458,YES,2458
17-19-03-51-000,1427 BART LN,"$243,200.00",2,2001,4,2,1,3344,YES,2008
17-19-03-54-000,1416 BART LN,"$248,100.00",1,2006,3,4,0,2384,YES,2384
17-19-03-58-000,1368 DONOVAN WAY,"$220,600.00",1,2007,3,3,1,1972,YES,1972
17-19-03-59-000,1364 DONOVAN WAY,"$226,900.00",1,2008,3,2,0,1706,YES,1680
17-19-03-61-000,1359 DONOVAN WAY,"$242,000.00",1,2005,3,2,1,2707,YES,2707
17-19-01-53-550,3554 COLONY HILL DR,"$88,500.00",1,2004,2,1,0,864,NO,0
17-19-01-54-550,3550 COLONY HILL DR,"$96,600.00",1,2004,2,1,0,864,NO,0
17-19-01-68-550,3694 COLONY HILL DR,"$92,200.00",1,2004,2,1,0,864,NO,0
