parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-62-01-08-000,8TH ST S,"$3,600.00",,,,,,,,
81-62-02-02-000,106 S 7TH ST,"$8,000.00",,,,,,,,
81-63-04-23-000,19 8TH ST,"$3,900.00",,,,,,,,
81-63-05-02-000,MAIN ST,"$10,500.00",,,,,,,,
81-63-05-15-000,58 8TH ST,"$68,400.00",,,,,,,,
81-63-05-18-000,66 8TH ST,"$1,600.00",,,,,,,,
81-64-01-06-000,522 MARKET ST,"$32,600.00",,,,,,,,
81-64-01-15-000,36 5TH ST N,"$40,500.00",,,,,,,,
81-64-01-20-000,513 MAIN ST,"$26,400.00",,,,,,,,
81-64-01-21-001,MAIN ST,"$10,800.00",,,,,,,,
