parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-56-02-11-000,1247 MOORE ST E,"$46,000.00",1,1890,3,1,0,914,YES,840
81-56-02-15-000,MOORE ST,$700.00,,,,,,,,
81-56-03-01-000,MOORE ST,$900.00,,,,,,,,
81-56-03-13-000,1115 MARIETTA ST,"$39,700.00",1,1948,4,1,0,1536,NO,0
81-56-03-17-000,115 13TH ST,$100.00,,,,,,,,
81-56-03-20-000,HILL,$400.00,,,,,,,,
81-52-03-09-000,924 SHARON AVE,"$8,700.00",1,1901,3,0,1,840,NO,0
81-52-04-02-000,SHARON AVE,$900.00,,,,,,,,
81-52-04-07-000,1103 SHARON AVE,"$21,300.00",2,1880,3,1,1,1992,NO,0
81-52-04-09-000,1097 SHARON AVE,"$57,600.00",1,1900,3,1,0,1296,YES,578
