parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-51-02-13-000,ALLEY BWAYNE & STILLWELL,$400.00,,,,,,,,
81-51-02-17-000,230 WAYNE AVE,$600.00,,,,,,,,
81-51-02-18-000,234 WAYNE AVE,"$1,300.00",,,,,,,,
81-51-02-19-000,911 HUGHES ST,$600.00,,,,,,,,
81-45-01-02-000,1624 SHARON AVE,"$64,400.00",1.5,1900,2,1,1,1588,YES,784
81-45-01-04-000,1606 SHARON AVE,"$57,100.00",2,1933,3,2,0,1456,YES,336
81-45-01-04-002,338 WHITE OAK AVE,"$87,700.00",1,2005,3,2,0,1144,NO,0
81-45-01-07-000,362 WHITE OAK AVE,"$81,000.00",2,1900,4,2,0,2124,YES,948
81-45-01-08-000,368 WHITE OAK AVE,"$42,400.00",1,1901,2,1,0,972,YES,360
81-45-01-09-000,380 WHITE OAK AVE,"$60,700.00",,,,,,,,
