parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-04-02-30-000,745 MOXAHALA AVE,"$22,700.00",1,1901,3,1,0,1144,YES,512
81-04-02-33-000,731 MOXAHALA AVE,"$22,300.00",2,1901,2,1,0,1248,YES,256
81-04-02-34-000,727 MOXAHALA AVE,"$2,800.00",,,,,,,,
81-05-02-08-000,844 MOXAHALA AVE,"$56,100.00",2,1899,4,2,0,1864,YES,568
81-05-02-11-000,856 MOXAHALA AVE,"$24,000.00",2,1880,4,2,0,1872,YES,384
81-05-03-01-000,102 HARRISON ST,"$43,500.00",2,1901,4,2,0,2110,YES,1035
81-05-03-04-000,114 HARRISON ST,"$4,700.00",,,,,,,,
81-05-03-13-000,848 PUTNAM AVE,"$15,900.00",2,1901,3,1,0,1292,YES,494
81-05-03-16-000,860 PUTNAM AVE,"$2,200.00",,,,,,,,
81-05-03-17-000,862 PUTNAM AVE,"$12,000.00",,,,,,,,
