parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
17-19-01-26-563,3782 S LEASURE CT,"$127,800.00",2,2000,3,2,1,1500,NO,0
17-19-01-30-567,3766 COLONY HILL DR,"$141,200.00",2,2000,3,2,1,1500,NO,0
17-19-01-31-568,3774 LEASURE CT S,"$116,200.00",1,2000,2,2,0,1100,NO,0
17-19-01-33-570,3718 LEASURE CT S,"$141,200.00",2,2000,3,2,1,1500,NO,0
17-19-01-37-000,3620 OLDE FALLS RD,"$481,400.00",,,,,,,,
17-19-01-42-550,3707 COLONY HILL DR,"$88,500.00",1,2004,2,1,0,864,NO,0
17-19-01-50-550,3687 COLONY HILL DR,"$109,700.00",1,2004,2,2,0,912,NO,0
17-19-01-51-550,3683 COLONY HILL DR,"$96,600.00",1,2004,2,1,0,864,NO,0
17-19-01-55-550,3546 COLONY HILL DR,"$105,200.00",1,2004,2,2,0,912,NO,0
17-19-01-59-550,3666 COLONY HILL DR,"$96,600.00",1,2004,2,1,0,864,NO,0
