parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-60-02-14-000,1362 WHEELING AVE,"$93,200.00",2,1901,4,1,0,1976,YES,1060
81-60-02-19-000,1328 WHEELING AVE,"$137,800.00",2,1925,4,1,1,2400,YES,1434
81-60-02-29-000,1328 PALLAS AVE,"$44,100.00",1,1923,2,1,0,884,YES,884
81-60-02-30-000,1322 PALLAS AVE,"$46,800.00",1,1921,4,1,0,1176,YES,1176
81-60-02-36-000,68 SOUTHARD AVE,"$36,100.00",1,1950,2,1,0,720,YES,720
81-60-03-05-000,1294 WHEELING AVE,"$50,000.00",2,1924,3,1,0,1324,YES,684
81-63-03-11-000,44 6TH ST S,"$104,000.00",,,,,,,,
81-63-03-16-000,62 S 6TH ST,"$50,600.00",,,,,,,,
81-63-03-22-000,623 SOUTH ST,"$6,700.00",,,,,,,,
81-63-03-23-000,61 S 7TH ST,"$81,500.00",,,,,,,,
