parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-61-02-04-000,MARIETTA ST,"$23,400.00",,,,,,,,
81-62-01-06-000,130 8TH ST,"$6,200.00",2,1901,3,1,0,1498,YES,728
81-62-02-06-000,8TH S ST,"$9,200.00",,,,,,,,
81-62-02-08-000,128 7TH ST S,"$541,600.00",,,,,,,,
81-62-02-11-000,8TH ST,"$3,900.00",,,,,,,,
81-62-03-01-000,616 SOUTH ST,"$16,300.00",2,1869,3,2,0,2976,YES,1488
81-62-03-02-000,102 6TH ST S,"$37,000.00",,,,,,,,
81-62-03-14-000,161 7TH ST,"$25,400.00",2,1901,4,2,0,2118,YES,587
81-62-03-16-000,151 7TH ST S,"$21,300.00",2,1901,2,1,0,1720,YES,888
81-62-03-17-000,149 7TH ST,"$26,500.00",2,1910,3,2,0,1944,YES,458
