parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-47-04-06-000,ST CHARLES ST,"$35,300.00",1,2004,3,2,0,1918,YES,1682
81-47-04-10-000,ST CHARLES ST,$700.00,,,,,,,,
81-47-04-11-000,ST CHARLES ST,$700.00,,,,,,,,
81-47-04-13-000,ST CHARLES ST,$700.00,,,,,,,,
81-47-04-15-000,ST CHARLES ST,$700.00,,,,,,,,
81-47-05-05-000,1440 ST JOHN ST,$800.00,,,,,,,,
81-47-05-06-000,1436 ST JOHN ST,$700.00,,,,,,,,
81-47-05-09-000,ST JOHN ST,$400.00,,,,,,,,
81-48-01-02-000,1204 DANVILLE ST,"$1,300.00",,,,,,,,
81-48-01-06-000,1234 DANVILLE ST,"$21,000.00",,,,,,,,
