parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-13-02-14-000,1229 LAKE DR,"$29,800.00",2,1901,4,1,0,1667,YES,802
81-13-02-16-000,1243 LAKE DR,"$27,300.00",1,1901,2,1,0,936,YES,936
81-13-03-01-000,1217 JEWETT DR,"$38,500.00",2,1901,3,1,1,1888,YES,472
81-13-03-03-000,1240 LAKE DR,"$32,700.00",1.5,1940,3,2,0,1880,YES,390
81-14-01-09-000,1027 PUTNAM AVE,"$2,700.00",,,,,,,,
81-14-01-11-000,1064 MAYSVILLE AVE,"$22,600.00",2,1901,2,2,0,1836,YES,321
81-14-01-14-000,1058 MAYSVILLE AVE,"$29,800.00",2,1901,2,1,0,1376,YES,258
81-14-01-16-000,1052 MAYSVILLE AVE,"$7,300.00",1,1901,3,1,1,748,YES,748
81-14-03-11-000,1119 LAKE DR,"$23,600.00",1,1901,2,1,0,853,YES,949
81-15-01-01-000,PUTNAM AVE,"$5,300.00",,,,,,,,
