parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-44-02-02-000,503 DOWNARD RD,"$61,900.00",2,1890,3,1,0,1288,YES,840
81-44-02-17-000,NOT ON FILE,"$6,200.00",,,,,,,,
81-19-02-01-000,299 PUTNAM AVE,"$280,900.00",,,,,,,,
81-19-02-08-000,239 ADAMS ST,"$61,700.00",2,1901,4,2,0,3071,YES,1425
81-19-02-14-000,323 PUTNAM AVE,"$33,600.00",2,1901,4,2,0,3154,YES,1577
81-19-02-16-000,315 PUTNAM AVE,"$7,700.00",,,,,,,,
81-19-03-01-000,334 WASHINGTON ST,"$23,000.00",2,1901,2,1,0,1192,YES,168
81-19-03-03-000,326 WASHINGTON ST,"$7,000.00",,,,,,,,
81-19-03-04-000,322 WASHINGTON ST,"$29,800.00",2,1901,4,2,0,1910,YES,477
81-19-03-11-000,337 WOODLAWN AVE,"$37,200.00",2,1901,6,3,0,3582,YES,895
