parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-08-02-10-000,1138 PUTNAM AVE,"$1,300.00",,,,,,,,
81-08-02-11-000,1142 PUTNAM AVE,"$15,700.00",2,1901,2,1,0,1256,YES,248
81-08-02-16-000,1135 MOXAHALA AVE,"$25,900.00",2,1901,2,1,0,1181,YES,366
81-08-03-04-000,1114 WOODLAWN AVE,"$1,300.00",,,,,,,,
81-08-03-05-000,1118 WOODLAWN AVE,"$11,900.00",1,1901,2,1,0,804,YES,836
81-08-04-20-000,1219 PUTNAM AVE,"$15,200.00",2,1901,2,1,0,1092,YES,224
81-08-04-23-000,1207 -1209 PUTNAM AVE,"$8,100.00",,,,,,,,
81-08-05-08-000,1218 PUTNAM ST,"$19,300.00",2,1900,2,1,0,1248,YES,736
81-08-05-13-000,1232 PUTNAM AVE,"$16,200.00",2,1901,2,0,1,1232,YES,728
81-08-05-17-000,1246 PUTNAM AVE,"$20,500.00",2,1925,4,2,0,1344,YES,768
