parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-13-01-01-000,LAKE DR,"$16,590.00",,,,,,,,
81-13-01-10-001,PARKER DR,"$4,900.00",,,,,,,,
81-13-01-16-000,PARKER DR,"$1,400.00",,,,,,,,
81-13-02-02-000,1131 LAKE DR,"$41,900.00",1,1901,3,1,0,1072,YES,976
81-13-02-13-000,1223 LAKE DR,"$27,600.00",2,1901,4,2,0,1336,YES,760
81-13-02-15-000,1235 LAKE DR,"$28,500.00",1.5,1901,4,1,0,1832,YES,416
81-09-03-03-000,1308 WOODLAWN AVE,"$2,300.00",,,,,,,,
81-09-03-04-000,WOODLAWN AVE,"$2,300.00",,,,,,,,
81-09-03-08-000,1324 WOODLAWN AVE,"$14,500.00",2,1901,2,1,0,1036,YES,217
81-09-03-10-000,1330 WOODLAWN AVE,"$7,100.00",2,1901,3,1,0,1176,YES,294
