parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-01-01-03-000,MUSKINGUM AVE,"$31,200.00",,,,,,,,
81-01-02-02-000,PUTNAM AVE,"$3,500.00",,,,,,,,
81-01-02-04-000,334 PUTNAM AVE,"$40,800.00",,,,,,,,
81-01-02-07-000,MUSKINGUM AVE,"$2,500.00",,,,,,,,
81-01-03-06-000,424 PUTNAM AVE,"$81,200.00",2,1901,5,1,1,3138,YES,1569
81-01-04-02-000,412 MOXAHALA AVE,"$1,500.00",,,,,,,,
81-02-03-05-000,456 PUTNAM AVE,"$8,500.00",,,,,,,,
81-02-03-06-000,462 PUTNAM AVE,"$64,900.00",2,1901,5,2,0,2213,YES,544
81-02-03-09-000,101 JEFFERSON ST,"$53,200.00",2,1840,5,4,0,2516,YES,839
81-02-04-01-000,110 JEFFERSON ST,"$34,000.00",2,1901,3,1,0,1969,YES,960
