parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-10-03-03-000,PUTNAM AVE,"$1,000.00",,,,,,,,
81-10-03-05-000,PUTNAM AVE,"$6,400.00",,,,,,,,
81-10-03-06-000,1521 PUTNAM AVE,"$15,800.00",2,1901,3,1,0,1568,YES,392
81-08-03-07-000,1122 WOODLAWN AVE,"$30,300.00",2,1901,3,1,0,1396,YES,156
81-08-03-11-000,1146 WOODLAWN AVE,"$29,900.00",2,1901,2,1,0,1088,YES,240
81-08-03-12-000,1148 WOODLAWN AVE,"$21,000.00",1,1930,2,1,0,752,YES,752
81-08-03-16-000,1133 PUTNAM AVE,"$2,700.00",,,,,,,,
81-08-03-17-000,1123 PUTNAM AVE,"$28,100.00",2,1901,2,1,0,1169,YES,449
81-08-03-20-000,1115 PUTNAM AVE,"$40,500.00",2,1901,2,1,0,1329,YES,514
81-08-04-02-000,220 JOHNSON ST,"$21,790.00",1,1930,2,1,0,898,YES,449
