parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-52-03-01-000,968 MARIETTA ST,"$5,400.00",,,,,,,,
81-52-03-05-000,964 MARIETTA ST,"$16,900.00",,,,,,,,
81-52-03-11-000,922 SHARON AVE,"$11,200.00",1,1901,2,1,0,795,YES,292
81-52-03-15-000,61 HUGHES ST,"$28,100.00",,,,,,,,
81-52-04-11-000,1089 SHARON AVE,"$38,400.00",1,1905,3,2,0,828,YES,780
81-52-04-18-000,1073 SHARON AVE,"$15,600.00",2,1885,3,1,0,1220,YES,256
81-52-04-23-000,SHARON AVE,"$1,000.00",,,,,,,,
81-52-04-28-000,1037 SHARON AVE,"$57,200.00",2,1905,3,1,1,2158,YES,530
81-51-01-11-000,227 SPURK ST,"$9,900.00",1,1901,2,1,0,800,YES,360
81-51-02-07-000,216 WAYNE AVE,$400.00,,,,,,,,
