parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-09-02-05-000,PUTNAM AVE,"$35,200.00",,,,,,,,
81-09-03-11-000,1330 WOODLAWN AVE,"$2,700.00",,,,,,,,
81-09-03-13-000,1350 WOODLAWN AVE,"$4,700.00",,,,,,,,
81-09-03-14-000,1343 PUTNAM AVE,"$4,800.00",,,,,,,,
81-09-03-18-000,1331 PUTNAM AVE,"$21,300.00",2,1901,2,1,0,1085,NO,0
81-09-04-04-000,1502 WOODLAWN AVE,"$83,800.00",,,,,,,,
81-09-04-17-000,1425 PUTNAM AVE,"$2,700.00",,,,,,,,
81-09-04-18-000,1423 PUTNAM AVE,"$15,000.00",2,1901,2,1,0,1092,YES,224
81-09-05-01-000,104 ONTARIO ST,"$27,700.00",1.5,1901,2,1,0,1409,YES,343
81-08-06-18-000,1209 MUSKINGUM AVE,"$28,800.00",1,1901,2,1,0,1428,YES,514
