parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-15-01-05-000,225 PIERCE ST,"$16,200.00",1,1901,2,1,0,920,YES,460
81-15-01-06-000,229 PIERCE ST,"$15,700.00",1,1901,3,1,0,1112,YES,556
81-15-01-08-000,239 PIERCE ST,"$2,000.00",,,,,,,,
81-15-02-04-000,905 PUTNAM AVE,"$8,300.00",,,,,,,,
81-15-02-08-000,PUTNAM AVE,"$5,500.00",,,,,,,,
81-15-02-12-000,1007 MAYSVILLE AVE,"$12,140.00",,,,,,,,
81-16-01-05-000,749 PUTNAM AVE,"$18,700.00",,,,,,,,
81-16-01-08-000,751 PUTNAM AVE,"$10,200.00",2,1901,2,2,0,1264,YES,442
81-16-02-06-000,230 HARRISON ST,"$17,900.00",1,1901,3,1,0,694,NO,0
81-16-02-08-000,808 WOODLAWN AVE,"$10,100.00",1,1901,2,1,0,640,YES,320
