parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-46-01-12-000,344 JORDAN AVE,"$46,500.00",1,1922,3,1,0,1008,YES,1008
81-46-01-14-000,352 JORDAN AVE,"$45,100.00",1,1922,2,1,0,784,YES,784
81-46-01-16-000,363 WHITE OAK AVE,"$44,600.00",1,1925,2,1,0,1064,YES,1064
81-46-01-19-000,347 WHITE OAK AVE,"$56,600.00",1,1930,2,1,0,1126,YES,1104
81-46-01-25-000,319 WHITE OAK ST,"$1,000.00",,,,,,,,
81-46-02-02-000,1470 SHARON AVE,"$50,600.00",1,1937,2,2,0,678,YES,678
81-46-02-04-000,JORDAN AVE,"$1,100.00",,,,,,,,
81-46-02-05-000,323 JORDAN AVE,"$39,300.00",1,1928,2,1,0,784,YES,784
81-46-02-11-000,347 JORDAN AVE,"$53,600.00",1.5,1925,4,1,0,1432,YES,756
81-46-02-12-000,351 JORDAN AVE,"$38,700.00",1,1920,2,1,0,936,YES,936
