parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
17-19-01-40-550,3713 COLONY HILL DR,"$105,200.00",1,2004,2,2,0,912,NO,0
17-19-01-43-550,3697 COLONY HILL DR,"$121,600.00",1,2004,3,2,0,1152,NO,0
17-19-01-45-550,3689 COLONY HILL DR,"$105,200.00",1,2004,2,2,0,912,NO,0
17-19-01-46-550,3693 COLONY HILL DR,"$96,600.00",1,2004,2,1,0,864,NO,0
17-19-01-52-550,3679 COLONY HILL DR,"$88,500.00",1,2004,2,1,0,864,NO,0
17-19-03-05-001,3938 POND VIEW DR,"$1,073,600.00",,,,,,,,
17-19-03-05-006,FRAZEYSBURG RD,"$833,800.00",,,,,,,,
17-19-03-05-008,FRAZEYSBURG RD,"$42,900.00",,,,,,,,
17-19-03-39-000,1492 COLBURN DR,"$209,900.00",1,2008,3,2,1,2018,YES,2018
17-19-03-43-000,1440 COLBURN DR,"$246,500.00",2,2001,4,3,1,2656,YES,1320
