parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-03-02-13-001,656 PUTNAM AVE,"$2,100.00",,,,,,,,
81-03-02-16-000,123 VAN BUREN ST,"$38,600.00",2,1901,4,2,0,1792,YES,448
81-03-02-19-000,103 VAN BUREN ST,"$15,400.00",2,1896,4,2,0,1824,YES,768
81-03-02-24-000,635 MOXAHALA AVE,"$28,200.00",1.5,1901,3,1,0,1548,YES,804
81-03-02-25-000,MOXAHALA AVE,"$8,500.00",,,,,,,,
81-02-04-09-000,542 PUTNAM AVE,"$9,500.00",,,,,,,,
81-02-04-12-000,562 PUTNAM AVE,"$29,000.00",,,,,,,,
81-02-04-17-000,527 MOXAHALA AVE,"$46,800.00",2,1901,5,2,0,2496,YES,1248
81-02-04-18-000,523 MOXAHALA AVE,"$14,100.00",2,1901,3,1,0,1575,YES,385
81-02-04-19-000,519 MOXAHALA AVE,"$24,100.00",2,1901,3,1,0,1200,YES,480
