parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-10-02-05-000,1617 MOXAHALA AVE,"$67,900.00",,,,,,,,
81-10-03-01-000,PUTNAM AVE,"$1,000.00",,,,,,,,
81-10-03-02-000,PUTNAM AVE,"$1,000.00",,,,,,,,
81-10-03-19-000,1502 WOODLAWN AVE,"$5,200.00",,,,,,,,
81-10-05-02-000,1502 WOODLAWN AVE,"$2,000.00",,,,,,,,
81-10-05-04-000,PUTNAM AVE,"$2,000.00",,,,,,,,
81-10-05-07-000,1637 PUTNAM AVE,"$2,000.00",,,,,,,,
81-11-01-01-000,1501 WOODLAWN AVE,"$25,500.00",,,,,,,,
81-10-03-18-000,1502 WOODLAWN AVE,"$288,400.00",,,,,,,,
81-10-04-03-000,1502 WOODLAWN AVE,"$2,000.00",,,,,,,,
