parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-01-02-01-000,302 PUTNAM AVE,"$86,900.00",,,,,,,,
81-02-01-03-000,MUSKINGUM AVE,$900.00,,,,,,,,
81-02-01-04-000,MUSKINGUM AVE,"$4,300.00",,,,,,,,
81-02-02-01-000,440 MOXAHALA AVE,"$37,100.00",2,1901,0,1,0,1932,YES,483
81-02-02-05-000,464 MOXAHALA AVE,"$18,800.00",2,1901,5,1,0,2032,YES,998
81-02-02-08-000,449 MUSKINGUM AVE,"$22,900.00",1,1930,1,1,0,672,YES,672
81-02-03-01-000,438 PUTNAM AVE,"$135,200.00",2,1820,6,3,0,5222,YES,2611
81-02-04-02-000,114 JEFFERSON ST,"$46,600.00",2,1901,5,2,0,2254,YES,517
44-52-01-53-550,5325 E SHEFFIELD CIR,"$195,600.00",1,2015,2,2,0,1910,NO,0
44-52-01-54-550,5323 E SHEFFIELD CIR,"$171,800.00",1,2015,2,2,0,1527,NO,0
