parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-09-03-16-000,1341 PUTNAM AVE,"$1,600.00",,,,,,,,
81-09-03-21-000,1317 PUTNAM AVE,"$31,500.00",2,1901,3,2,0,1426,YES,713
81-09-04-01-000,210 HAYES ST,"$9,700.00",2,1901,2,1,0,1010,NO,0
81-09-04-05-000,1502 WOODLAWN AVE,"$4,100.00",,,,,,,,
81-09-04-07-000,WOODLAWN AVE,"$4,100.00",,,,,,,,
81-09-04-08-000,WOODLAWN AVE,"$2,100.00",,,,,,,,
81-09-04-09-000,WOODLAWN AVE,"$2,100.00",,,,,,,,
81-09-04-13-000,1441 PUTNAM AVE,"$2,100.00",,,,,,,,
81-09-05-02-000,106 ONTARIO ST,"$2,900.00",,,,,,,,
81-09-05-14-000,MOXAHALA AVE,"$1,600.00",,,,,,,,
