parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-03-02-30-000,114 MADISON ST,"$2,000.00",,,,,,,,
81-04-01-01-000,4 VAN BUREN ST,"$27,000.00",1,1949,2,1,0,775,NO,0
81-04-01-05-000,702 MOXAHALA AVE,"$2,100.00",,,,,,,,
81-04-01-06-000,710 MOXAHALA AVE,"$31,800.00",1,1901,2,1,0,835,YES,835
81-04-01-09-000,MOXAHALA AVE,"$35,900.00",,,,,,,,
81-04-02-08-000,126 VAN BUREN R,$0.00,,,,,,,,
81-04-02-13-000,726 PUTNAM AVE,"$59,500.00",2,1901,4,2,0,2225,YES,537
81-04-02-20-000,750 PUTNAM AVE,$700.00,,,,,,,,
81-04-02-21-000,PUTNAM AVE,"$13,100.00",,,,,,,,
81-04-02-26-000,109 HARRISON ST,"$20,700.00",2,1901,4,2,0,1944,YES,608
