parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-47-02-07-000,1386 WHEELER RD,"$49,510.00",1,1900,2,1,0,1242,YES,589
81-47-03-13-000,1399 STONE ST,$600.00,,,,,,,,
81-47-04-04-000,1403 ST CHARLES ST,"$11,800.00",1,1920,2,1,0,1188,YES,362
81-47-04-09-000,ST CHARLES ST,$700.00,,,,,,,,
81-47-05-03-000,1444 ST JOHNS ST,"$11,700.00",1,1901,2,1,0,877,NO,0
81-47-05-04-000,1440 ST JOHNS ST,$500.00,,,,,,,,
81-47-05-08-000,1432 ST JOHNS ST,$400.00,,,,,,,,
81-47-05-10-000,1426 ST JOHN ST,"$31,100.00",1,1935,2,1,0,918,YES,918
81-47-05-11-000,1426 ST JOHNS ST,$700.00,,,,,,,,
81-47-05-12-000,1416 ST JOHNS ST,"$31,200.00",1,1901,2,1,0,1134,YES,459
