parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-58-03-05-000,952 E MAIN ST,"$249,000.00",2,1900,5,5,0,6000,YES,9992
81-59-01-04-000,1252 WHEELING AVE,"$46,800.00",1,1901,3,1,0,1328,YES,448
81-59-01-13-000,24 GLESSNER AVE,"$2,400.00",,,,,,,,
81-59-01-19-000,1231 SWINGLE ST,"$28,200.00",1,1901,2,1,0,896,YES,448
81-59-01-21-000,1237 SWINGLE ST,"$1,000.00",,,,,,,,
81-59-01-22-000,1243 SWINGLE ST,"$39,900.00",1,1901,2,1,0,528,YES,528
81-59-02-03-000,1232 SWINGLE ST,"$9,600.00",1,1901,2,1,0,356,YES,356
81-59-02-05-000,1226 SWINGLE ST,"$23,700.00",1,1910,1,1,0,968,YES,469
81-61-01-19-000,HUGHES ST,"$1,700.00",,,,,,,,
81-61-01-21-000,8TH ST,"$1,000.00",,,,,,,,
