parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-40-02-03-000,560 WAYNE AVE,"$51,200.00",2,1900,4,1,0,1544,YES,386
81-40-02-05-000,552 WAYNE AVE,"$38,900.00",2,1900,3,1,0,1352,YES,480
81-40-03-09-000,WAYNE AVE,$100.00,,,,,,,,
81-42-01-07-000,1240 SELSAM ST,"$8,000.00",,,,,,,,
81-42-01-09-000,1214 SELSAM AVE,"$55,000.00",1,1942,3,1,0,1254,YES,280
81-30-01-02-001,ARCADIA LN,$500.00,,,,,,,,
81-30-01-03-000,ARCADIA LN,"$1,600.00",,,,,,,,
81-31-01-04-000,1071 CALVERT ST,"$55,700.00",1,1962,2,1,0,1200,YES,1200
81-32-01-04-000,S CALVERT ST,"$6,900.00",,,,,,,,
81-32-01-05-000,S CALVERT ST,"$6,900.00",,,,,,,,
