parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-54-01-23-001,GREEN ST,"$1,300.00",,,,,,,,
81-54-02-02-000,WHEELER RD,$900.00,,,,,,,,
81-54-01-23-000,212 GREEN ST,"$15,200.00",,,,,,,,
81-54-02-10-000,STONE ST,"$1,100.00",,,,,,,,
81-54-02-11-000,STONE ST,"$1,100.00",,,,,,,,
81-54-02-13-000,1333 STONE ST,"$32,300.00",1,1939,2,1,0,980,YES,854
81-55-01-02-000,120 GREEN ST,"$108,540.00",1,1961,4,2,1,1784,YES,1784
81-55-01-09-000,168 GREEN ST,"$1,100.00",,,,,,,,
81-55-01-10-000,172 GREEN ST,"$57,000.00",1,1937,3,1,0,1064,YES,1064
81-55-01-13-000,257 HARRIS RD,"$28,100.00",1,1901,2,1,0,828,YES,414
