parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-09-01-02-000,1306 MOXAHALA AVE,"$25,500.00",1,1901,2,1,0,699,YES,349
81-09-01-06-000,1318 MOXAHALA AVE,"$5,800.00",,,,,,,,
81-09-01-13-000,MUSKINGUM AVE,"$4,600.00",,,,,,,,
81-09-01-14-000,1327 MUSKINGUM AVE,"$30,200.00",2,1901,4,1,0,1856,YES,464
81-09-01-15-000,1319 MUSKINGUM AVE,"$27,600.00",2,1901,2,1,0,1304,NO,0
81-09-01-17-000,1311 MUSKINGUM AVE,"$25,300.00",1,1901,2,1,0,992,YES,992
81-09-01-18-000,1311 MUSKINGUM AVE,"$2,400.00",,,,,,,,
81-09-02-02-000,PUTNAM AVE,"$11,900.00",,,,,,,,
81-09-02-03-000,1318 PUTNAM AVE,"$388,200.00",,,,,,,,
81-09-03-01-000,1301 PUTNAM AVE,"$29,800.00",2,1901,4,1,0,1444,YES,466
