parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-08-05-09-000,1220 PUTNAM AVE,"$3,600.00",,,,,,,,
81-08-05-25-000,MOXAHALA AVE,$500.00,,,,,,,,
81-08-06-01-000,1203 MUSKINGUM AVE,"$24,100.00",1,1901,2,1,0,762,YES,381
81-08-06-04-000,1204 MOXAHALA AVE,"$24,500.00",1,1930,2,1,0,786,YES,786
81-08-06-05-000,1208 MOXAHALA AVE,"$54,600.00",2,1901,6,2,0,1828,YES,392
81-09-01-03-000,1306 MOXAHALA AVE,"$7,500.00",,,,,,,,
81-09-01-07-000,1330 MOXAHALA AVE,"$24,700.00",1,1901,2,1,0,1176,YES,588
81-09-01-09-000,1338 MOXAHALA AVE,"$20,300.00",1,1930,1,1,0,644,YES,644
81-09-01-12-000,HAYES ST,"$4,400.00",,,,,,,,
81-09-02-04-001,PUTNAM AVE,"$5,000.00",,,,,,,,
