parcelNumber,fullAddress,longitude,latitude,distanceFromWarehouseMiles,appraisedValue,yearBuilt,numStories,livingArea,numBedrooms,numFullBaths,numHalfBaths,basement,basementArea
81-44-02-01-000,"509 DOWNARD RD, Zanesville OH",-81.98590999999999,39.9310133,2.191244273918939,49540,1900,2,1291,2,1,0,YES,256
81-44-02-04-000,"1511 BENNETT AVE, Zanesville OH",-81.98756499999999,39.930546,2.099287859693133,42600,2005,1,768,2,1,0,NO,0
81-44-03-05-000,"1541 EASTVIEW AVE, Zanesville OH",-81.98638199999999,39.930019,2.1557303888013744,25800,1960,1,1120,2,1,0,NO,0
81-47-05-19-000,"473 HAESSLER AVE, Zanesville OH",-81.99137800000001,39.931481,1.9127879852169105,4e4,1948,1,1029,2,1,0,NO,0
81-47-05-25-000,"1249 DANVILLE ST, Zanesville OH",-81.9929447,39.9319688,1.8394940148463632,40400,1923,1,888,2,1,0,YES,888
81-48-01-04-000,"1238 DANVILLE ST, Zanesville OH",-81.9933035,39.9315804,1.8146967775042424,43400,1901,1,1416,3,1,0,YES,450
81-48-02-01-001,"338 FISHER LN, Zanesville OH",-81.996088,39.9337566,1.7148316815464475,77500,2007,1,1620,3,2,0,NO,0
81-50-98-01-000,"401 WAYNE AVE, Zanesville OH",-82.0024972,39.934183,1.4105878777072565,77900,1916,2,1742,4,1,1,YES,992
81-50-98-04-000,"409 WAYNE AVE, Zanesville OH",-82.0025355,39.9339717,1.402636003724752,70200,1901,2,1908,4,2,0,YES,1236
81-50-98-06-000,"417 WAYNE AVE, Zanesville OH",-82.0024906,39.9338166,1.4004063359635068,70900,1910,2,2700,5,2,0,YES,675
81-50-98-10-000,"427 WAYNE AVE, Zanesville OH",-82.0022835,39.9336511,1.4058637743263418,67e3,1865,1,1699,3,2,1,YES,672
81-50-98-18-000,"473 WAYNE AVE, Zanesville OH",-82.0020633,39.932507,1.3873161383985324,51900,1901,2,1800,3,1,1,YES,1080
81-50-99-04-000,"426 WAYNE AVE, Zanesville OH",-82.0019535,39.9337004,1.423287121895079,52300,1926,2,1380,3,1,0,YES,832
81-50-99-12-000,"474 WAYNE AVE, Zanesville OH",-82.00110099999999,39.932519,1.435602915841108,46100,1901,2,1540,3,1,0,NO,0
81-44-03-07-000,"1531 EASTVIEW AVE, Zanesville OH",-81.986667,39.93003,2.140877302836547,39100,1900,1,1144,2,1,0,YES,648
81-44-04-09-000,"1526 EASTVIEW AVE, Zanesville OH",-81.987097,39.9295479,2.1137261676566603,47200,1961,1,1152,3,1,0,NO,0
81-44-05-07-000,"603 DOWNARD RD, Zanesville OH",-81.9848153,39.93002,2.2380272755843755,52400,1880,2,1800,3,1,0,YES,450
81-45-01-01-000,"1636 SHARON AVE, Zanesville OH",-81.9847987,39.9349739,2.3108999577487435,37900,1885,1,882,2,1,0,YES,882
81-47-01-09-000,"435 SCHWALLIE AVE, Zanesville OH",-81.98871299999999,39.931761,2.055051562463006,51500,1920,1,1012,2,1,0,YES,1012
81-47-02-07-000,"1386 WHEELER RD, Zanesville OH",-81.9903269,39.933139,1.9942277805615962,49510,1900,1,1242,2,1,0,YES,589
81-47-04-04-000,"1403 ST CHARLES ST, Zanesville OH",-81.991794,39.9334014,1.9242617440434333,11800,1920,1,1188,2,1,0,YES,362
81-47-05-03-000,"1444 ST JOHNS ST, Zanesville OH",-81.992074,39.932998,1.9023023966712622,11700,1901,1,877,2,1,0,NO,0
81-47-05-10-000,"1426 ST JOHN ST, Zanesville OH",-81.991654,39.93236599999999,1.9125746603468914,31100,1935,1,918,2,1,0,YES,918
81-47-05-12-000,"1416 ST JOHNS ST, Zanesville OH",-81.991332,39.932037,1.923729488061731,31200,1901,1,1134,2,1,0,YES,459
81-47-05-21-000,"1248 DANVILLE ST, Zanesville OH",-81.9930069,39.9316101,1.830482502976091,75400,1980,1,1112,3,1,0,YES,864
81-47-05-22-001,"1287 DANVILLE ST, Zanesville OH",-81.9918172,39.9318897,1.8963365590001613,24900,1901,1,750,2,1,0,NO,0
81-47-05-23-000,"1273 DANVILLE ST, Zanesville OH",-81.9923038,39.931938100000004,1.872011524566457,46700,1939,1,864,2,1,1,YES,432
81-47-05-24-000,"1249 DANVILLE ST, Zanesville OH",-81.9929447,39.9319688,1.8394940148463632,34200,1901,1,891,2,1,0,NO,0
81-49-01-16-000,"349 FISHERS LN, Zanesville OH",-81.9964909,39.9336492,1.6922077039039165,26800,1901,1,1008,2,1,0,YES,462
81-50-99-11-000,"468 WAYNE AVE, Zanesville OH",-82.00162399999999,39.932725,1.4144034947378081,46900,1901,2,1536,3,1,0,YES,768
81-50-99-17-000,"494 WAYNE AVE, Zanesville OH",-82.00160079999999,39.932047,1.3998766544128498,52700,1860,2,1578,3,1,0,YES,768
17-75-05-18-000,"2401 OAK MEADOW LN, Zanesville OH",-82.028958,39.9684697,2.96939690402259,435600,1997,1,2663,2,3,2,YES,1997
17-75-05-19-000,"2413 OAK MEADOW LN, Zanesville OH",-82.02892779999999,39.967899,2.9298887627298753,664900,2e3,2,3912,4,4,1,YES,2910
17-75-05-22-000,"2414 OAK MEADOW LN, Zanesville OH",-82.0276751,39.967634,2.909525166808197,518e3,2e3,2,3915,5,4,1,YES,2304
81-42-01-10-000,"629 CALVERT ST, Zanesville OH",-81.9948181,39.9305806,1.7213758390105227,43700,1948,1,916,2,1,0,YES,1112
81-43-01-06-000,"1345 SUNRISE AVE, Zanesville OH",-81.9899049,39.930857,1.980796432445189,54500,1945,1,920,1,1,0,YES,1060
81-43-02-06-000,"579 HAESSLER AVE, Zanesville OH",-81.991829,39.92956700000001,1.8653275694534543,33500,1925,1,1028,1,1,0,YES,1028
81-43-03-01-000,"1452 SUNRISE AVE, Zanesville OH",-81.988208,39.929845,2.0581490753147924,51720,1914,1,888,2,1,0,YES,728
81-44-01-04-000,"517 DOWNARD RD, Zanesville OH",-81.9856834,39.9309791,2.2026848493932483,58600,1905,2,1752,2,2,0,YES,984
81-44-01-07-000,"1603 BENNETT AVE, Zanesville OH",-81.98543459999999,39.9305804,2.211216178839186,45400,1930,1,924,2,1,0,NO,0
81-44-01-11-000,"561 DOWNARD RD, Zanesville OH",-81.98501259999999,39.9305824,2.2333490795441495,52700,1900,2,1472,2,1,0,YES,560
81-44-03-10-000,"1521 EASTVIEW AVE, Zanesville OH",-81.98716499999999,39.930051,2.114951118913928,42e3,1901,2,1472,3,1,0,YES,704
81-44-03-13-000,"1503 EASTVIEW AVE, Zanesville OH",-81.987692,39.930059,2.08738359911747,49300,1956,1,984,3,1,0,YES,306
81-44-05-03-000,"627 DOWNARD RD, Zanesville OH",-81.9847939,39.929461,2.2341843754719704,43900,1952,1,864,3,1,0,YES,864
81-45-01-05-000,"350 WHITE OAK AVE, Zanesville OH",-81.9856789,39.9339108,2.246168322675633,49300,1901,1,1616,3,1,0,YES,704
81-45-01-11-000,"412 WHITE OAK AVE, Zanesville OH",-81.985745,39.9329168,2.2261191766152533,37500,1910,1,684,2,1,0,YES,684
81-45-01-21-000,"468 WHITE OAK AVE, Zanesville OH",-81.9858351,39.931603,2.202500751618617,48800,1938,1,832,2,1,0,YES,832
81-46-01-02-000,"1526 SHARON AVE, Zanesville OH",-81.98616899999999,39.93485200000001,2.238814431783392,63400,1926,1,1008,3,1,0,YES,1008
81-46-01-09-000,"330 JORDAN AVE, Zanesville OH",-81.98671890000001,39.934313,2.200365943541558,39100,1938,1,980,3,1,0,YES,980
81-46-01-12-000,"344 JORDAN AVE, Zanesville OH",-81.98674500000001,39.933984,2.1928968143350773,46500,1922,1,1008,3,1,0,YES,1008
81-46-01-14-000,"352 JORDAN AVE, Zanesville OH",-81.986762,39.933765,2.1880616636368018,45100,1922,1,784,2,1,0,YES,784
81-46-01-16-000,"363 WHITE OAK AVE, Zanesville OH",-81.98617209999999,39.9336224,2.2158052007628566,44600,1925,1,1064,2,1,0,YES,1064
81-46-01-19-000,"347 WHITE OAK AVE, Zanesville OH",-81.9861336,39.9339716,2.2239591439773023,56600,1930,1,1126,2,1,0,YES,1104
81-46-02-02-000,"1470 SHARON AVE, Zanesville OH",-81.9873083,39.9348434,2.180810935019525,50600,1937,1,678,2,2,0,YES,678
81-46-02-05-000,"323 JORDAN AVE, Zanesville OH",-81.98731599999999,39.934454,2.1726625620134117,39300,1928,1,784,2,1,0,YES,784
81-46-02-11-000,"347 JORDAN AVE, Zanesville OH",-81.98736,39.933906,2.1600166146735162,53600,1925,1,1432,4,1,0,YES,756
81-46-02-12-000,"351 JORDAN AVE, Zanesville OH",-81.987369,39.933797,2.157559436401234,38700,1920,1,936,2,1,0,YES,936
81-46-03-01-000,"365 WHITE OAK AVE, Zanesville OH",-81.98616419999999,39.9334316,2.212937357657117,48200,1940,1,1216,3,1,0,YES,1216
81-46-03-03-000,"403 WHITE OAK AVE, Zanesville OH",-81.98616270000001,39.9331307,2.208002728167574,41400,1890,1,1232,2,1,0,YES,672
81-47-03-04-000,"1377 STONE ST, Zanesville OH",-81.991254,39.933425,1.9522185232623066,35e3,1901,1,624,2,1,0,YES,624
81-47-03-07-000,"1387 STONE ST, Zanesville OH",-81.991126,39.9332909,1.956193254404837,34e3,1920,1,1020,2,1,0,YES,430
81-47-03-08-000,"1395 STONE ST, Zanesville OH",-81.990911,39.933077,1.963210037178344,83400,2001,1,1440,3,2,0,YES,1396
81-47-03-12-000,"1399 STONE ST, Zanesville OH",-81.990644,39.932808,1.9720765707738603,28100,1920,1,1164,2,1,0,YES,1004
81-47-04-06-000,"ST CHARLES ST, Zanesville OH",-81.99155019999999,39.9333732,1.9361314581151683,35300,2004,1,1918,3,2,0,YES,1682
81-48-02-07-000,"324 CALVERT ST, Zanesville OH",-81.9950193,39.9333313,1.7592603361300325,25700,1901,1,528,2,1,0,NO,0
81-45-01-02-000,"1624 SHARON AVE, Zanesville OH",-81.9851406,39.93498,2.2936219189421863,64400,1900,1,1588,2,1,1,YES,784
81-45-01-04-000,"1606 SHARON AVE, Zanesville OH",-81.9856306,39.9349425,2.267968239080423,57100,1933,2,1456,3,2,0,YES,336
81-45-01-04-002,"338 WHITE OAK AVE, Zanesville OH",-81.9857353,39.9342768,2.249908482159083,87700,2005,1,1144,3,2,0,NO,0
81-45-01-07-000,"362 WHITE OAK AVE, Zanesville OH",-81.98567469999999,39.9336845,2.242422246366987,81e3,1900,2,2124,4,2,0,YES,948
81-45-01-08-000,"368 WHITE OAK AVE, Zanesville OH",-81.9855125,39.9335029,2.2476601786286854,42400,1901,1,972,2,1,0,YES,360
81-45-01-10-000,"408 WHITE OAK AVE, Zanesville OH",-81.9857332,39.933039,2.2286686143743264,51400,1915,1,882,3,2,0,YES,882
81-45-01-14-000,"430 WHITE OAK AVE, Zanesville OH",-81.9857672,39.9325316,2.219052095722265,59500,1918,1,936,2,1,0,YES,936
81-45-01-18-000,"454 WHITE OAK AVE, Zanesville OH",-81.9857133,39.9319638,2.213683096714358,53900,1950,1,996,2,1,0,YES,996
81-45-01-19-000,"460 WHITE OAK AVE, Zanesville OH",-81.9857127,39.931828,2.2118615428546797,44e3,1950,1,996,2,1,0,YES,996
81-46-01-11-000,"338 JORDAN AVE, Zanesville OH",-81.9867359,39.93409399999999,2.195389660773682,34500,1935,1,660,2,1,0,YES,660
81-46-01-22-000,"331 WHITE OAK AVE, Zanesville OH",-81.98613189999999,39.9342918,2.2299250658353866,46800,1956,1,832,2,1,0,YES,832
81-46-02-01-000,"1452 SHARON AVE, Zanesville OH",-81.987656,39.934735,2.160981417460834,71200,1935,1,1680,2,2,0,YES,840
81-46-03-10-000,"469 WHITE OAK AVE, Zanesville OH",-81.9862682,39.9315295,2.1789819887408406,97700,1950,2,5300,5,2,0,NO,0
81-46-03-12-000,"1477 WHEELER RD, Zanesville OH",-81.987644,39.932697,2.124596613535097,21200,1890,1,628,2,1,0,NO,0
81-46-03-14-000,"1485 WHEELER RD, Zanesville OH",-81.98739239999999,39.9325496,2.135257920835345,28400,1910,1,950,2,1,0,NO,0
81-46-03-16-000,"1495 WHEELER RD, Zanesville OH",-81.9870959,39.93266,2.152305164600931,65e3,1996,1,1296,3,2,0,NO,0
81-46-03-17-000,"415 FREEBORN AVE, Zanesville OH",-81.987116,39.932892,2.154973895954335,19200,1901,1,832,2,1,0,YES,416
81-46-03-20-000,"1420 BOWMAN ST, Zanesville OH",-81.987607,39.933116,2.133396425399271,12600,1895,1,528,1,1,0,NO,0
81-46-03-24-000,"361 FREEBORN AVE, Zanesville OH",-81.98698,39.93351000000001,2.172376971578061,28800,1901,1,672,2,1,0,NO,0
81-47-01-01-000,"1467 WHEELER RD, Zanesville OH",-81.987984,39.932757,2.108029934193462,53900,1901,1,1172,3,2,0,YES,248
81-51-02-24-000,"231 STILLWELL ST, Zanesville OH",-82.0013798,39.9355141,1.5042956750314502,21200,1885,2,1218,3,1,0,NO,0
17-76-02-04-000,"ADAMS LN, Zanesville OH",-82.02553429999999,39.96290390000001,2.582418185657208,1419600,2011,2,2838,4,4,0,NO,0
44-52-01-21-550,"5364 E SHEFFIELD CIR, Zanesville OH",-82.023532,40.021943,6.667561722250704,184200,2008,1,1395,3,2,1,NO,0
44-52-01-24-550,"5369 W SHEFFIELD CIR, Zanesville OH",-82.02420699999999,40.022149,6.681029254884979,188400,2008,1,1869,3,2,0,NO,0
17-19-03-53-000,"1463 COLBURN DR, Zanesville OH",-82.04321399999999,39.991261,4.627797685429893,213300,2e3,2,2400,4,2,1,YES,1232
17-19-03-56-000,"1378 DONOVAN WAY, Zanesville OH",-82.041714,39.989935,4.523029455709221,219100,2007,1,1972,4,3,0,YES,1972
17-19-03-57-000,"1372 DONOVAN WAY, Zanesville OH",-82.041321,39.989664,4.50092371966377,246300,2004,2,2912,4,2,1,YES,1652
17-19-03-66-000,"1361 COLBURN DR, Zanesville OH",-82.04015129999999,39.9909608,4.579157941941065,212e3,2003,1,1872,3,3,0,YES,1872
81-51-03-02-000,"339 WAYNE AVE, Zanesville OH",-82.0025675,39.9343953,1.4134795301718879,22300,1924,1,926,2,1,0,YES,876
81-51-04-15-000,"914 HUGHES ST, Zanesville OH",-82.0019149,39.9351768,1.4684128428514565,31100,1901,2,1928,3,1,0,YES,728
81-47-02-05-000,"1376 WHEELER RD, Zanesville OH",-81.990589,39.933458,1.9867500909097398,27400,1901,1,732,2,1,0,NO,0
81-47-03-02-000,"1367 STONE ST, Zanesville OH",-81.991411,39.933615,1.9479274940245397,35500,1920,1,870,2,1,0,YES,650
81-48-01-03-000,"1204 DANVILLE ST, Zanesville OH",-81.99432329999999,39.9316768,1.7636627179656887,27500,1924,1,796,4,1,0,YES,672
81-51-02-23-000,"229 STILLWELL ST, Zanesville OH",-82.0013802,39.9355661,1.5059229568912211,15200,1875,2,1288,3,1,0,YES,272
81-51-02-25-000,"235 STILLWELL ST, Zanesville OH",-82.0013901,39.9354296,1.5011484044954184,11300,1901,1,680,2,1,0,NO,0
81-51-03-07-000,"317 WAYNE AVE, Zanesville OH",-82.0026135,39.9349069,1.4269228792117503,20400,1928,2,1645,4,1,1,YES,917
81-51-04-02-000,"960 HUGHES ST, Zanesville OH",-82.00053799999999,39.935113,1.5320068845869514,18670,1901,1,1254,2,1,0,YES,1254
81-50-98-15-000,"455 WAYNE AVE, Zanesville OH",-82.0023926,39.93296730000001,1.382384951696213,60800,2003,1,1620,3,2,0,NO,0
81-50-99-05-000,"430 WAYNE AVE, Zanesville OH",-82.00193449999999,39.9336156,1.4219104811981007,31100,1926,2,1520,3,1,0,YES,720
81-51-03-03-000,"335 WAYNE AVE, Zanesville OH",-82.0024565,39.93449529999999,1.421779317090486,40600,1915,2,1456,4,1,0,YES,784
81-51-03-06-000,"321 WAYNE AVE, Zanesville OH",-82.0025886,39.9348149,1.4252379580030332,18800,1928,1,1120,2,1,0,YES,1120
81-51-03-10-000,"320 N 8TH ST, Zanesville OH",-82.003091,39.9347769,1.4002717296804912,24900,1948,1,1346,4,1,0,YES,1346
81-51-03-16-000,"808 HUGHES ST, Zanesville OH",-82.002878,39.935154,1.4222999112042582,25e3,1901,1,1152,2,1,0,YES,288
81-51-03-21-000,"303 WAYNE AVE, Zanesville OH",-82.002521,39.9351429,1.4387314253758439,33400,1901,2,2520,6,2,0,YES,1260
81-51-04-13-000,"916 HUGHES ST, Zanesville OH",-82.00171069999999,39.9350139,1.4730566957592446,18500,1953,1,528,1,1,0,YES,528
81-50-98-12-000,"435 WAYNE AVE, Zanesville OH",-82.00233899999999,39.93344,1.397418108064142,87700,1910,2,2932,6,2,0,YES,1390
81-50-99-03-000,"420 WAYNE AVE, Zanesville OH",-82.0019142,39.9337948,1.4277882452816368,52840,1901,2,3142,6,2,0,YES,1696
81-50-99-06-000,"434 WAYNE AVE, Zanesville OH",-82.0018459,39.933508,1.4233537178330784,39800,1927,1,960,2,1,0,YES,960
81-50-99-09-000,"454 WAYNE AVE, Zanesville OH",-82.00172959999999,39.9330412,1.4169739462243927,38900,1901,2,3084,6,2,0,YES,1542
81-50-99-10-000,"466 WAYNE AVE, Zanesville OH",-82.0012868,39.932781,1.4325173363764354,42800,1915,1,1111,2,1,0,YES,1111
81-51-01-08-000,"945 HUGHES ST, Zanesville OH",-82.00103,39.935421,1.5179257352290279,33e3,1986,1,864,3,1,0,NO,0
81-52-03-13-000,"HUGHES ST, Zanesville OH",-82.0016983,39.9353369,1.4836732703928153,23800,1890,1,868,2,1,0,YES,434
81-52-04-22-000,"1051 SHARON AVE, Zanesville OH",-81.99812399999999,39.935153,1.649609636754095,20700,1995,1,936,3,1,0,NO,0
17-75-05-08-001,"2370 OAK MEADOW LN, Zanesville OH",-82.0273069,39.969409,3.0319793859198687,332300,2003,1,2536,4,4,1,YES,2518
17-75-05-10-000,"2369 OAK MEADOW LN, Zanesville OH",-82.027892,39.969932,3.0686846241106522,312e3,2e3,1,2534,2,3,1,YES,2518
17-75-05-11-000,"2363 OAK MEADOW LN, Zanesville OH",-82.02749999999999,39.969947,3.0693312145890106,255500,1996,1,2172,2,3,1,YES,2154
17-75-05-14-000,"2345 OAK MEADOW, Zanesville OH",-82.02655899999999,39.969915,3.0667543516749896,308800,2e3,1,2534,3,3,1,YES,2518
81-52-03-11-000,"922 SHARON AVE, Zanesville OH",-82.000023,39.935712,1.5747017638541048,11200,1901,1,795,2,1,0,YES,292
81-52-04-11-000,"1089 SHARON AVE, Zanesville OH",-81.99718600000001,39.935083,1.6934104645140644,38400,1905,1,828,3,2,0,YES,780
81-52-04-18-000,"1073 SHARON AVE, Zanesville OH",-81.997754,39.93506800000001,1.66527756659865,15600,1885,2,1220,3,1,0,YES,256
81-52-04-28-000,"1037 SHARON AVE, Zanesville OH",-81.998674,39.9352234,1.6249253657377711,57200,1905,2,2158,3,1,1,YES,530
81-51-01-11-000,"227 SPURK ST, Zanesville OH",-82.0007316,39.9355463,1.535958421539161,9900,1901,1,800,2,1,0,YES,360
81-51-03-01-000,"343 WAYNE AVE, Zanesville OH",-82.0023975,39.9343203,1.4194025859720247,31900,1901,2,1440,3,1,0,YES,672
81-51-03-04-000,"329 WAYNE AVE, Zanesville OH",-82.00257309999999,39.9345892,1.4190491680152637,3e3,1916,1,1263,3,1,0,YES,1263
81-53-01-01-000,"1290 MOORE ST, Zanesville OH",-81.99234299999999,39.935539,1.9436691305762297,54300,1901,2,1184,2,1,0,YES,700
81-53-01-12-000,"1253 SHARON AVE, Zanesville OH",-81.993529,39.935101,1.8741221946795932,57200,1906,2,1480,3,1,0,YES,304
81-52-05-03-000,"1114 SHARON AVE, Zanesville OH",-81.99646,39.934536,1.7149399458249681,23900,1860,2,1408,3,1,0,NO,0
81-52-05-05-000,"1102 SHARON AVE, Zanesville OH",-81.996858,39.9345821,1.696439658700781,43500,1901,2,1320,3,1,0,YES,480
81-52-05-11-000,"1082 SHARON AVE, Zanesville OH",-81.9974426,39.9345787,1.667547214409054,43700,1901,2,1340,2,1,0,YES,830
81-53-01-18-000,"1283 SHARON AVE, Zanesville OH",-81.9926686,39.9351323,1.9176599070068887,3e4,1901,1,1294,3,1,0,YES,1054
81-51-04-05-000,"944 HUGHES ST, Zanesville OH",-82.0009895,39.9351506,1.5115630828085311,11200,1880,1,756,2,1,0,YES,388
81-52-01-20-000,"1020 MARIETTA ST, Zanesville OH",-81.9987337,39.9360664,1.6468702500847632,10600,1901,1,1280,3,1,0,NO,0
81-52-03-03-000,"972 MARIETTA ST, Zanesville OH",-82.0001209,39.93605,1.580626040964266,18700,1900,2,1776,3,1,0,YES,888
81-53-01-13-000,"1257 SHARON AVE, Zanesville OH",-81.993369,39.935109,1.8822635189662238,41500,1880,1,1040,3,1,0,YES,472
81-53-01-17-000,"1277 SHARON AVE, Zanesville OH",-81.9928236,39.9350955,1.9090653151606445,46800,1917,2,1328,3,1,0,YES,664
81-53-01-22-000,"1299 SHARON AVE, Zanesville OH",-81.99220439999999,39.9351086,1.9402351908048856,27170,1900,1,999,0,1,0,NO,0
81-53-02-13-000,"1145 GRANT ST, Zanesville OH",-81.995677,39.9355491,1.7796846193589162,24400,1901,1,840,3,1,0,YES,420
81-53-03-01-000,"1241 SHARON AVE, Zanesville OH",-81.9938633,39.9352233,1.8605468334629365,3e4,1901,2,1497,3,1,0,NO,0
81-52-03-02-000,"974 MARIETTA ST, Zanesville OH",-82.000007,39.936045,1.5858404203112582,21600,1865,2,3060,0,1,1,YES,1224
17-76-02-05-000,"1795 ADAMS LN, Zanesville OH",-82.02602979999999,39.9600389,2.383813476657011,115500,1960,2,3148,3,1,0,YES,1272
44-52-01-22-550,"5366 E SHEFFIELD CIR, Zanesville OH",-82.023363,40.022074,6.676845160195589,185800,2008,1,1395,3,2,1,NO,0
44-52-01-27-550,"5363 W SHEFFIELD CIR, Zanesville OH",-82.0240469,40.0219546,6.667752308018817,188400,2008,1,1869,3,2,0,NO,0
44-52-01-30-550,"5316 W SHEFFIELD CIR, Zanesville OH",-82.02408,40.021221,6.616983513220082,181700,2008,1,1375,3,2,1,NO,0
81-52-04-14-000,"1074 GRANT ST, Zanesville OH",-81.9975321,39.93530750000001,1.6826551468101008,31600,1901,1,840,3,1,0,YES,750
81-53-02-10-000,"1167 GRANT ST, Zanesville OH",-81.99511059999999,39.9354633,1.8051623950271702,27160,1901,1,774,3,1,0,YES,294
81-53-02-11-000,"1161 GRANT ST, Zanesville OH",-81.9952569,39.9354704,1.7981696476416753,32700,1901,1,1060,2,1,0,YES,376
81-53-03-04-000,"1217 SHARON AVE, Zanesville OH",-81.9943017,39.93509239999999,1.8355944762251488,82500,1995,1,1248,2,2,0,YES,1248
81-53-03-21-000,"1131 SHARON AVE, Zanesville OH",-81.9960388,39.9349381,1.7459075998022995,41400,1901,2,1216,2,1,0,YES,608
81-53-04-04-000,"322 FISHERS LN, Zanesville OH",-81.9960449,39.9342157,1.7277070000187202,29300,1924,1,864,2,1,0,YES,384
81-53-03-09-000,"1211 SHARON AVE, Zanesville OH",-81.99472399999999,39.9349909,1.8121685952119808,64e3,1901,2,2212,4,1,0,YES,523
81-53-03-15-000,"1149 SHARON AVE, Zanesville OH",-81.995513,39.9349303,1.7716421364032024,83700,1929,2,3120,4,2,0,YES,1560
81-53-03-22-000,"1129 SHARON AVE, Zanesville OH",-81.996132,39.9348885,1.740045411327049,20400,1901,1,900,2,1,1,YES,84
81-54-01-04-000,"1439 SHARON AVE, Zanesville OH",-81.9881382,39.9351983,2.146251988545494,77200,1880,2,2292,4,2,0,NO,0
81-54-01-06-000,"1427 SHARON AVE, Zanesville OH",-81.98850230000001,39.9352857,2.129796282704574,54600,1920,1,1344,2,1,0,YES,672
81-54-01-09-000,"1403 SHARON AVE, Zanesville OH",-81.9891324,39.9351834,2.0958529951257696,44600,1890,1,1240,2,1,0,YES,736
81-54-01-13-000,"1371 SHARON AVE, Zanesville OH",-81.9899978,39.9351973,2.052680492523686,46800,1885,1,1142,3,1,0,YES,827
81-54-01-18-000,"1355 SHARON AVE, Zanesville OH",-81.99050919999999,39.9351801,2.0266483203452563,36700,1901,1,1036,2,1,0,YES,518
81-54-01-20-000,"1341 SHARON AVE, Zanesville OH",-81.9909234,39.9352162,2.0067320252505345,62200,1901,2,1788,3,1,0,YES,315
81-52-04-16-000,"1068 GRANT ST, Zanesville OH",-81.99767039999999,39.9353199,1.6762786479208154,21700,1901,1,804,3,1,0,YES,402
81-52-05-02-000,"323 FISHER LN, Zanesville OH",-81.9964147,39.9343032,1.7114391563069975,54700,1930,1,1324,3,1,0,YES,780
81-52-05-26-000,"972 HUGHES ST, Zanesville OH",-82.00016049999999,39.935147,1.5511057303660736,33500,1905,1,896,2,1,0,YES,336
81-53-01-21-000,"1293 SHARON AVE, Zanesville OH",-81.9924887,39.9351776,1.9276969247289932,42e3,1901,2,1520,3,1,0,YES,296
81-53-02-06-000,"1213 GRANT ST, Zanesville OH",-81.99453900000002,39.9355339,1.8350842875408522,74700,1901,2,1344,2,1,0,YES,832
81-53-03-10-000,"1207 SHARON AVE, Zanesville OH",-81.9948778,39.9349605,1.803800541320681,51700,1901,2,1244,3,1,0,NO,0
81-53-03-13-000,"1161 SHARON AVE, Zanesville OH",-81.9951483,39.9349632,1.7904884405854655,40100,1901,2,1024,2,1,0,NO,0
81-53-03-18-000,"1141 SHARON AVE, Zanesville OH",-81.9957756,39.934964,1.7595405499550927,28300,1901,1,1232,3,1,0,YES,454
81-54-01-01-000,"1457 SHARON AVE, Zanesville OH",-81.9875138,39.9352781,2.1794554219207343,44100,1901,1,1046,3,1,0,YES,353
81-54-01-03-000,"1445 SHARON AVE, Zanesville OH",-81.9878663,39.9357654,2.172364366495236,24060,1901,1,1008,2,1,0,YES,1008
81-54-01-08-000,"1409 SHARON AVE, Zanesville OH",-81.98899140000002,39.9352759,2.1049763235478087,45300,1900,1,991,3,1,0,YES,518
81-54-01-10-000,"1393 SHARON AVE, Zanesville OH",-81.989336,39.9352949,2.088081378891952,50100,1864,1,1171,4,1,0,YES,515
81-54-01-11-000,"1387 SHARON AVE, Zanesville OH",-81.9895378,39.93514649999999,2.0746548040522153,34100,1901,2,1140,3,1,0,YES,516
81-54-01-22-000,"1321 SHARON AVE, Zanesville OH",-81.9914282,39.9352895,1.9832074926344008,50080,1901,2,1550,2,1,0,YES,368
81-54-01-25-000,"1303 SHARON AVE, Zanesville OH",-81.9920113,39.93511549999999,1.9500327802807935,56600,1901,2,1568,3,1,0,YES,944
81-54-02-15-000,"1329 STONE ST, Zanesville OH",-81.9918129,39.934254,1.9407055052874715,24400,1901,1,896,2,1,0,YES,896
81-55-01-03-000,"112 GREEN ST, Zanesville OH",-81.99141999999999,39.937374,2.0369373697130806,53300,1950,1,800,2,1,1,YES,800
81-55-01-12-000,"259 HARRIS RD, Zanesville OH",-81.99047689999999,39.9359518,2.0463564703566557,32500,1901,1,1305,2,1,0,YES,180
81-55-01-13-001,"237 HARRIS RD, Zanesville OH",-81.9904337,39.9363462,2.058211259194755,28200,1901,1,794,3,1,0,YES,794
81-54-01-05-000,"1435 SHARON AVE, Zanesville OH",-81.98826059999999,39.9352445,2.141075560332397,49400,1924,1,1552,2,1,1,YES,824
81-54-01-21-000,"1327 SHARON AVE, Zanesville OH",-81.991203,39.93576400000001,2.005736142898239,75400,1890,2,2384,3,2,0,YES,506
81-55-01-06-000,"150 GREEN ST, Zanesville OH",-81.9919044,39.9364413,1.9881656498966733,39400,1964,1,816,2,1,0,YES,816
81-55-01-17-000,"270 HARRIS RD, Zanesville OH",-81.9896151,39.9359075,2.0881775246252827,139300,2003,1,1824,3,2,0,YES,1824
81-55-01-24-000,"128 HUEY ST, Zanesville OH",-81.9886082,39.9360866,2.142608305456907,25e3,1910,2,1500,2,1,0,YES,100
