parcelNumber,fullAddress,longitude,latitude,distanceFromWarehouseMiles,appraisedValue,yearBuilt,numStories,livingArea,numBedrooms,numFullBaths,numHalfBaths,basement,basementArea
81-56-02-11-000,"1247 MOORE ST E, Zanesville OH",-81.993464,39.935967,1.8991844316933424,46e3,1890,1,914,3,1,0,YES,840
81-56-03-13-000,"1115 MARIETTA ST, Zanesville OH",-81.99655299999999,39.936315,1.7586424561413851,39700,1948,1,1536,4,1,0,NO,0
81-52-03-09-000,"924 SHARON AVE, Zanesville OH",-82.0001376,39.9357037,1.5690045983967915,8700,1901,1,840,3,0,1,NO,0
81-52-04-07-000,"1103 SHARON AVE, Zanesville OH",-81.99671169999999,39.9348539,1.7106192308378843,21300,1880,2,1992,3,1,1,NO,0
81-52-04-09-000,"1097 SHARON AVE, Zanesville OH",-81.9968619,39.93508,1.7091863330708887,57600,1900,1,1296,3,1,0,YES,578
81-52-04-12-000,"1083 SHARON AVE, Zanesville OH",-81.997421,39.935091,1.68214647224961,28e3,1901,1,1140,3,1,0,YES,1308
81-52-05-04-000,"1110 SHARON AVE, Zanesville OH",-81.9966894,39.9346004,1.7052239742137323,19200,1901,2,1850,3,1,0,YES,238
17-19-01-61-550,"3668 COLONY HILL DR, Zanesville OH",-82.030595,39.99608,4.881184481388525,101400,2004,1,912,2,2,0,NO,0
17-19-01-62-550,"3664 COLONY HILL DR, Zanesville OH",-82.0305769,39.9959905,4.874958006644744,121600,2004,1,1152,3,2,0,NO,0
17-19-01-08-550,"3731 LEASURE CT, Zanesville OH",-82.0327889,39.994939,4.808860234377724,131500,1998,1,1450,3,2,0,NO,0
17-19-01-11-550,"3719 LEASURE CT, Zanesville OH",-82.032572,39.9945639,4.782200856607513,116200,1998,1,1100,2,2,0,NO,0
17-19-01-14-551,"3705 LEASURE CT, Zanesville OH",-82.032186,39.994425,4.771301924361151,116200,1999,1,1100,2,2,0,NO,0
17-19-01-15-552,"3707 LEASURE CT S, Zanesville OH",-82.0321979,39.994614,4.784389138748897,116200,1999,1,1100,2,2,0,NO,0
17-19-01-17-558,"3747 LEASURE CT S, Zanesville OH",-82.033148,39.995116,4.822406580187846,131500,1999,1,1450,3,2,0,NO,0
17-19-01-18-559,"3753 COLONY HILL DR, Zanesville OH",-82.03329099999999,39.995149,4.825234108747174,119900,1999,1,1100,3,2,0,NO,0
17-19-01-21-554,"3740 LEASURE CT, Zanesville OH",-82.032608,39.995444,4.843071321887252,119800,2e3,1,1100,3,2,1,NO,0
17-19-01-23-556,"3742 LEASURE CT S, Zanesville OH",-82.032691,39.995282,4.832181651915844,156500,2e3,2,1850,3,2,1,NO,0
17-75-05-15-000,"2339 OAK MEADOW LN, Zanesville OH",-82.026168,39.969822,3.0604093180462972,289900,1999,1,2484,3,3,1,YES,2292
17-76-02-27-002,"1825 ADAMS LN, Zanesville OH",-82.02799979999999,39.9617148,2.500629000337787,788700,2015,2,2838,4,4,0,NO,0
44-52-01-25-550,"5365 W SHEFFIELD CIR, Zanesville OH",-82.02420699999999,40.02197,6.668649949329923,176800,2008,1,1712,2,2,0,NO,0
81-53-01-05-000,"1274 MOORE ST, Zanesville OH",-81.993201,39.935514,1.9005569178351551,69500,1973,1,1152,3,2,0,YES,1488
81-53-01-14-000,"1263 SHARON AVE, Zanesville OH",-81.99315500000002,39.93512,1.8931647622620675,44100,1910,2,1372,3,1,0,YES,252
81-53-03-02-000,"1237 SHARON AVE, Zanesville OH",-81.99403219999999,39.9350158,1.8470680070170278,52400,1901,1,990,3,1,0,YES,968
81-53-03-12-000,"1164 GRANT ST, Zanesville OH",-81.99521539999999,39.93520609999999,1.7933399321519525,26600,1901,1,832,3,1,0,YES,486
81-54-01-07-000,"1415 SHARON AVE, Zanesville OH",-81.9888284,39.9352333,2.1122403974182182,65400,1901,2,1584,4,1,0,YES,360
81-54-01-16-001,"1365 SHARON AVE, Zanesville OH",-81.99012100000002,39.935295000000004,2.0487052387641556,48e3,1885,2,1116,3,1,0,YES,252
81-54-01-17-000,"1359 SHARON AVE, Zanesville OH",-81.9903361,39.935179,2.0353003144276753,48800,2e3,1,990,3,1,0,YES,986
81-54-02-13-000,"1333 STONE ST, Zanesville OH",-81.991714,39.93398699999999,1.9400822441977847,32300,1939,1,980,2,1,0,YES,854
81-55-01-02-000,"120 GREEN ST, Zanesville OH",-81.9908341,39.9370142,2.055750812033632,108540,1961,1,1784,4,2,1,YES,1784
81-55-01-10-000,"172 GREEN ST, Zanesville OH",-81.99174099999999,39.93575,1.9786990251924845,57e3,1937,1,1064,3,1,0,YES,1064
81-55-01-13-000,"257 HARRIS RD, Zanesville OH",-81.9903148,39.935939,2.0541020116087223,28100,1901,1,828,2,1,0,YES,414
81-54-02-06-000,"1342 WHEELER RD, Zanesville OH",-81.991114,39.934062,1.972003506987875,60200,1992,1,960,2,1,0,NO,0
81-54-02-08-000,"1352 WHEELER RD, Zanesville OH",-81.9909799,39.9338989,1.975481570242263,61900,1992,1,960,3,1,0,NO,0
81-55-01-05-000,"140 GREEN ST, Zanesville OH",-81.99171,39.936546,2.0004497902005753,25300,1960,1,825,2,1,0,NO,0
81-55-01-18-000,"274 HARRIS RD, Zanesville OH",-81.9894992,39.9361604,2.0999845554930365,33100,1988,1,780,2,1,0,NO,0
81-55-01-25-000,"286 HARRIS RD, Zanesville OH",-81.9885098,39.937306,2.1774959009033945,25720,1920,1,832,2,1,0,YES,512
81-55-01-30-000,"132 HUEY ST, Zanesville OH",-81.988542,39.9360039,2.1439821868579148,72300,1999,1,1404,3,2,0,YES,1404
81-55-01-32-000,"1445 SHARON AVE, Zanesville OH",-81.9878663,39.9357654,2.172364366495236,56600,1901,1,1064,2,1,0,YES,1064
81-55-01-36-000,"261 HARRIS RD, Zanesville OH",-81.99064039999999,39.9359039,2.037073639931373,44100,1901,1,1024,3,1,0,YES,736
81-56-01-05-000,"136 GLESSNER AVE, Zanesville OH",-81.9932819,39.936813,1.9309162645241882,77400,1978,1,1725,4,2,0,NO,0
81-56-02-02-000,"DAVIS ST, Zanesville OH",-81.9928035,39.9365684,1.9475094270742448,14800,1950,1,825,2,1,0,NO,0
81-56-03-07-000,"1173 MOORE ST, Zanesville OH",-81.994998,39.936015,1.8254367004038754,9600,1940,1,476,1,1,0,NO,0
81-56-03-29-000,"139 GLESSNER AVE, Zanesville OH",-81.994024,39.936748,1.893110131927995,29800,1880,1,1276,2,1,0,YES,1024
81-57-03-01-000,"1072 HARVEY ST, Zanesville OH",-81.99710499999999,39.936773,1.745958184977274,16e3,1941,1,864,3,1,0,YES,600
81-57-03-34-000,"992 HARVEY ST, Zanesville OH",-81.9994316,39.9368525,1.6388757139224384,10500,1901,1,986,2,1,0,YES,493
81-57-03-57-000,"929 MARIETTA ST, Zanesville OH",-82.00133989999999,39.9364772,1.537709116154348,9800,1870,2,2110,4,2,0,YES,515
81-55-01-14-001,"235 HARRIS RD, Zanesville OH",-81.9902312,39.9363652,2.0687013035487283,33200,1901,1,880,2,0,0,YES,560
81-55-01-22-000,"112 HUEY ST, Zanesville OH",-81.9885632,39.9363906,2.152066177649583,80800,1901,2,1856,3,1,0,YES,384
81-55-01-33-000,"1457 SHARON REAR AVE, Zanesville OH",-81.98751,39.93528,2.179688,26300,1925,1,720,2,1,0,YES,360
81-55-01-36-000,"261 HARRIS RD, Zanesville OH",-81.99064039999999,39.9359039,2.037073639931373,44100,1901,1,1024,3,1,0,YES,736
81-56-01-02-000,"58 GLESSNER AVE, Zanesville OH",-81.993087,39.937614,1.9632198091603068,40700,1958,1,960,2,1,0,NO,0
81-56-02-09-000,"1260 DAVIS ST, Zanesville OH",-81.993437,39.936356,1.9108411061031778,33400,1930,1,900,2,1,0,YES,900
44-52-01-26-550,"5367 E SHEFFIELD CR, Zanesville OH",-82.0234947,40.0217495,6.654229946409238,188400,2008,1,1869,3,2,0,NO,0
44-52-01-28-550,"5318 W SHEFFIELD CIR, Zanesville OH",-82.024314,40.021222,6.616813091808278,185800,2008,1,1395,3,2,1,NO,0
44-52-01-31-550,"5312 W SHEFFIELD CIR, Zanesville OH",-82.024086,40.02112,6.609992266090852,185800,2008,1,1395,3,2,1,NO,0
44-52-01-33-550,"5359 W SHEFFIELD CIR, Zanesville OH",-82.02469099999999,40.022202,6.684255384258198,189200,2008,1,1869,3,2,0,NO,0
44-52-01-38-550,"5385 WELLINGTON, Zanesville OH",-82.0238681,40.0226401,6.715357362127962,159600,2011,1,1417,2,2,0,NO,0
44-52-01-40-550,"5336 W SHEFFIELD CIR, Zanesville OH",-82.0240165,40.0215888,6.642488060053023,184800,2013,1,1846,3,2,0,NO,0
44-52-01-44-550,"5337 W SHEFFIELD CIR, Zanesville OH",-82.0249409,40.0215731,6.640569489754852,186900,2013,0,1825,2,2,0,NO,0
44-52-01-47-550,"5333 W SHEFFIELD CIR, Zanesville OH",-82.02494449999999,40.0215341,6.6378695330183985,161700,2013,1,1430,2,2,0,NO,0
44-52-01-49-550,"5388 WELLINGTON PLACE, Zanesville OH",-82.02347619999999,40.022096,6.678214552056426,186e3,2014,1,1880,3,2,0,NO,0
44-52-01-52-550,"5329 E SHEFFIELD CIR, Zanesville OH",-82.02376550000001,40.0217665,6.655065013833375,159600,2015,1,1312,2,2,0,NO,0
81-56-03-30-000,"121 GLESSNER AVE, Zanesville OH",-81.99274199999999,39.937092,1.9649045985977431,24800,1901,1,1180,2,1,0,YES,982
81-56-03-31-000,"115 GLESSNER ST, Zanesville OH",-81.9937352,39.9373093,1.9231544229212632,36200,1901,1,1427,3,1,0,YES,512
81-56-03-33-000,"103 GLESSNER AVE, Zanesville OH",-81.9937284,39.9375937,1.9318589218122089,55e3,1987,1,960,3,1,1,YES,960
81-57-01-33-000,"1063 HARVEY ST, Zanesville OH",-81.9973432,39.9372353,1.749146563084733,29900,1910,2,3594,3,2,0,YES,702
81-56-03-28-000,"153 GLESSNER AVE, Zanesville OH",-81.994051,39.936482,1.884366825537108,35e3,1901,1,1106,3,1,0,YES,410
81-57-03-37-000,"980 HARVEY ST, Zanesville OH",-81.99976,39.9369182,1.6257632748850193,15300,1860,2,1536,2,1,0,YES,1104
81-57-03-52-000,"924 HARVEY ST, Zanesville OH",-82.00143240000001,39.93701069999999,1.5519042756255632,5700,1901,2,1320,3,1,0,YES,600
81-56-02-05-000,"1278 DAVIS ST, Zanesville OH",-81.992705,39.936347,1.9464117235962182,85800,2007,1,2052,3,2,0,YES,2052
81-56-02-08-000,"1264 DAVIS ST, Zanesville OH",-81.992991,39.93635,1.932485205531397,23600,1890,1,696,2,1,0,YES,696
81-57-03-63-000,"957 MARIETTA ST, Zanesville OH",-82.0005363,39.9364224,1.5731881971698436,5500,1865,1,880,0,1,0,YES,768
81-57-03-64-000,"961 MARIETTA ST, Zanesville OH",-82.0003911,39.9364722,1.581600142219849,20900,1901,1,1128,2,1,0,YES,1128
81-57-03-80-000,"1027 MARIETTA ST, Zanesville OH",-81.998537,39.936404,1.666600135965196,17700,1895,2,1840,3,1,0,YES,920
81-58-01-05-000,"1054 WHEELING AVE, Zanesville OH",-81.9970529,39.939894,1.8541393604345164,17900,1901,2,1560,4,1,0,YES,480
81-58-01-10-000,"1034 WHEELING AVE, Zanesville OH",-81.9976567,39.9401576,1.8370856638490127,30700,1900,2,3424,4,4,0,YES,1640
81-57-03-28-000,"1006 HARVEY ST, Zanesville OH",-81.99903809999999,39.9369172,1.659373006546855,18400,1901,1,1762,4,1,0,YES,480
81-57-03-69-000,"987 MARIETTA ST, Zanesville OH",-81.999571,39.936484,1.6203578923895507,41500,1901,2,1912,3,1,0,YES,924
81-57-03-72-000,"991 -993 MARIETTA ST, Zanesville OH",-81.99952429999999,39.9362202,1.6141509327313694,11300,1865,2,2376,4,1,0,YES,1056
81-58-01-01-000,"1074 WHEELING AVE, Zanesville OH",-81.996588,39.939788,1.8711726670954483,4500,1890,1,976,2,1,0,YES,368
81-58-01-09-000,"1040 WHEELING AVE, Zanesville OH",-81.99746650000002,39.9401613,1.8456662602214289,31700,1901,2,1456,3,1,0,YES,728
81-58-01-11-000,"1028 WHEELING AVE, Zanesville OH",-81.9978192,39.9402371,1.8329228126431993,24e3,1910,2,2176,4,1,0,YES,1088
44-52-01-36-550,"5387 WELLINGTON, Zanesville OH",-82.0236893,40.02282539999999,6.728382963613333,165400,2011,1,1532,2,2,0,NO,0
44-52-01-41-550,"5338 W SHEFFIELD CIR, Zanesville OH",-82.02425079999999,40.0215913,6.642415711994849,181800,2013,1,1810,3,2,0,NO,0
44-52-01-46-550,"5335 W SHEFFIELD CIR, Zanesville OH",-82.0249427,40.0215536,6.6392195109349466,186900,2013,1,1825,2,2,0,NO,0
44-52-01-48-550,"5386 WELLINGTON PLACE, Zanesville OH",-82.02347619999999,40.022096,6.678214552056426,175900,2014,1,1692,2,2,0,NO,0
44-52-01-50-550,"5384 WELLINGTON PLACE, Zanesville OH",-82.02347619999999,40.022096,6.678214552056426,175900,2014,1,1692,2,2,0,NO,0
44-52-01-60-550,"5317 W SHEFFIELD CIR, Zanesville OH",-82.0249535,40.0213626,6.626001472057084,162100,2013,1,1825,2,2,0,NO,0
44-52-01-62-550,"5315 W SHEFFIELD CIR, Zanesville OH",-82.0249541,40.0213431,6.6246523402894955,162100,2013,1,1825,2,2,0,NO,0
81-58-02-27-000,"981 E MAIN ST, Zanesville OH",-81.999619,39.940017,1.7454383419528139,19800,1890,1,840,2,1,0,YES,840
81-58-02-42-000,"996 GREENWOOD AVE, Zanesville OH",-81.9994663,39.9405784,1.7745034271720945,83500,2004,2,1420,4,2,0,YES,680
81-58-02-46-000,"1012 GREENWOOD AVE, Zanesville OH",-81.9987343,39.9405884,1.8065407875344053,85900,2004,2,1430,4,2,0,YES,674
81-58-02-54-000,"1019 MAIN ST E, Zanesville OH",-81.998634,39.939979,1.787069578390219,81500,2004,2,1440,4,2,0,YES,720
81-59-01-10-000,"1226 WHEELING AVE, Zanesville OH",-81.993169,39.939036,2.0030374367977792,33400,1900,2,1288,3,1,0,YES,256
81-59-01-16-000,"1217 SWINGLE ST, Zanesville OH",-81.99288899999999,39.938651,2.004048484378251,60200,1901,2,1444,3,1,0,YES,536
81-59-01-18-000,"1227 SWINGLE ST, Zanesville OH",-81.99257399999999,39.93864,2.018632537262575,38800,1900,1,1134,2,1,0,YES,315
81-59-01-20-000,"1235 SWINGLE ST, Zanesville OH",-81.99235879999999,39.9385217,2.025217165340777,33500,1905,1,784,2,1,0,YES,392
81-59-02-09-000,"48 GLESSNER AVE, Zanesville OH",-81.9933709,39.938154,1.965825961288578,25100,1900,1,919,2,1,0,YES,336
81-59-02-11-000,"56 GLESSNER AVE, Zanesville OH",-81.99319299999999,39.937932000000004,1.9675778310003198,12400,1901,1,720,2,1,0,YES,360
81-59-03-02-000,"55 GLESSNER AVE, Zanesville OH",-81.9936638,39.9379473,1.9455790777924933,19200,1901,1,924,2,1,0,YES,924
81-59-03-03-000,"51 GLESSNER AVE, Zanesville OH",-81.993639,39.9380184,1.9489260507181427,28200,1918,1,896,2,1,0,YES,896
81-59-03-07-000,"27 GLESSNER AVE, Zanesville OH",-81.993747,39.938559,1.9606212243445444,13900,1918,1,840,2,1,0,YES,840
81-59-03-21-000,"1152 WHEELING AVE, Zanesville OH",-81.995099,39.93922999999999,1.9195493270956154,22e3,1865,2,1656,4,2,0,YES,288
81-60-01-04-000,"1422 WHEELING AVE, Zanesville OH",-81.9875832,39.939871,2.2938381088065394,55500,1927,1,1074,3,1,0,YES,1064
81-60-01-06-000,"8 CERAMIC AVE, Zanesville OH",-81.98803939999999,39.939792,2.269656407684466,58800,1910,2,1592,3,1,2,YES,796
81-60-01-10-000,"30 CERAMIC AVE, Zanesville OH",-81.9880965,39.9393146,2.252808978251544,49200,1918,2,1500,3,2,0,YES,750
81-60-02-05-000,"29 CERAMIC AVE, Zanesville OH",-81.98856909999999,39.9393177,2.230196864409474,54700,1930,1,1180,2,2,0,YES,1120
81-60-02-07-000,"1386 WHEELING AVE, Zanesville OH",-81.98858,39.9396124,2.23843408353556,24200,1920,1,802,2,1,0,YES,401
81-60-02-15-000,"1356 WHEELING AVE, Zanesville OH",-81.9894357,39.9398264,2.204200980669427,66800,1926,2,1508,4,1,0,YES,987
81-60-02-26-000,"1329 PALLAS AVE, Zanesville OH",-81.9896295,39.9390852,2.1724853197302125,35900,1928,2,1608,3,1,1,YES,780
81-60-02-28-000,"1334 PALLAS AVE, Zanesville OH",-81.9894103,39.9387663,2.173642968747111,40300,1930,1,780,3,1,0,YES,780
81-57-03-49-000,"930 HARVEY ST, Zanesville OH",-82.0011883,39.9370042,1.5628314358810735,16400,1860,2,1456,4,2,0,YES,728
81-57-03-55-000,"917 MARIETTA ST, Zanesville OH",-82.001668,39.9365669,1.5256455741002806,30100,1905,2,1800,3,1,0,YES,900
81-57-03-67-000,"979 MARIETTA ST, Zanesville OH",-81.999905,39.93649800000001,1.605155225017626,13900,1875,1,1032,3,1,0,YES,576
81-57-03-79-000,"1023 MARIETTA ST, Zanesville OH",-81.998637,39.936407,1.6619566603535239,3800,1901,1,752,2,1,0,YES,210
81-58-01-07-000,"1046 WHEELING AVE, Zanesville OH",-81.997241,39.939935,1.8472346330163831,32500,1924,1,864,2,1,0,YES,864
81-58-02-15-000,"982 GREENWOOD AVE, Zanesville OH",-81.999805,39.940563,1.759333161561183,90300,2008,1,1384,3,2,0,YES,1384
81-60-03-03-000,"1304 WHEELING AVE, Zanesville OH",-81.9909527,39.939511,2.122542863906625,45100,1930,2,1298,2,1,0,YES,242
81-60-03-07-000,"1282 WHEELING AVE, Zanesville OH",-81.9915602,39.9393229,2.0879306675840565,69200,1924,2,1456,3,1,0,YES,904
81-60-03-16-000,"46 GREEN ST, Zanesville OH",-81.99179199999999,39.9383501,2.047078653204379,27400,1900,2,950,2,1,0,YES,224
81-60-03-28-000,"41 SOUTHARD AVE, Zanesville OH",-81.9908,39.9388177,2.1085053568074836,64600,1918,1,1976,4,1,1,YES,340
81-61-01-13-000,"221 WAYNE AVE, Zanesville OH",-82.002552,39.935812,1.459147184054189,15800,1901,2,1431,3,1,0,YES,240
81-61-01-17-000,"817 HUGHES ST, Zanesville OH",-82.00282659999999,39.9355503,1.4376581160684134,18400,1901,2,1764,4,1,0,YES,392
81-58-01-04-000,"1058 WHEELING AVE, Zanesville OH",-81.9971029,39.9399679,1.8546352060492304,6100,1901,2,1328,2,1,0,YES,640
81-58-02-10-000,"969 SILLIMAN ST, Zanesville OH",-81.9992201,39.9403166,1.7746519909443657,29200,1840,2,1472,6,4,0,YES,960
81-58-02-20-000,"968 GREENWOOD AVE, Zanesville OH",-82.0002006,39.940569000000004,1.742668989695664,28600,1820,2,3389,6,4,0,YES,1600
81-58-02-49-000,"1005 SILLIMAN ST, Zanesville OH",-81.9988388,39.9403565,1.7928159632135616,83500,2004,2,1420,4,2,0,YES,680
81-58-02-56-000,"1027 MAIN ST E, Zanesville OH",-81.9984096,39.9399798,1.7969944389927615,81500,2004,2,1440,4,2,0,YES,720
81-59-01-02-000,"1260 WHEELING AVE, Zanesville OH",-81.9921785,39.9392461,2.0563399783760246,34700,1910,1,939,2,1,0,YES,294
81-59-01-03-000,"1256 WHEELING AVE, Zanesville OH",-81.9922701,39.9392159,2.0510653923290083,48300,1910,2,1956,4,1,0,YES,950
81-59-01-09-000,"1232 WHEELING AVE, Zanesville OH",-81.993051,39.939039,2.008677585178335,50400,1910,1,1340,3,1,0,YES,1308
81-59-01-12-000,"16 GLESSNER AVE, Zanesville OH",-81.993248,39.938756,1.9903880541272945,36200,1918,1,870,2,1,0,YES,780
81-59-03-04-000,"47 GLESSNER AVE, Zanesville OH",-81.993945,39.938158,1.9386892823960502,9800,1901,1,1152,2,1,0,YES,240
81-59-03-06-000,"33 GLESSNER AVE, Zanesville OH",-81.9936414,39.9384617,1.9625381875829486,13700,1901,1,832,2,1,0,YES,832
81-59-03-25-000,"1126 WHEELING AVE, Zanesville OH",-81.99577099999999,39.9393,1.8910230440909677,10600,1890,1,512,2,1,0,YES,632
81-59-03-26-000,"1120 WHEELING AVE, Zanesville OH",-81.995898,39.939412,1.889110761417169,26200,1890,1,1288,3,1,0,YES,1288
81-59-03-28-000,"1116 WHEELING AVE, Zanesville OH",-81.99605,39.939418,1.8823746874097915,32700,1901,1,1080,2,1,0,YES,1080
81-60-01-08-000,"18 CERAMIC AVE, Zanesville OH",-81.98806619999999,39.9395702,2.2617712306114464,52e3,1929,1,960,3,1,0,YES,944
81-58-02-15-001,"955 SILLIMAN ST, Zanesville OH",-81.9997446,39.9403583,1.7536327456788008,93400,2009,1,1196,3,2,0,YES,1196
81-58-02-18-000,"941 SILLIMAN ST, Zanesville OH",-81.9999931,39.9403453,1.7424134200531862,17100,1908,2,1846,4,2,0,YES,1106
81-58-02-21-000,"964 GREENWOOD AVE, Zanesville OH",-82.0003256,39.9405681,1.7373075932441906,24490,1901,2,1937,4,1,0,YES,923
81-58-02-33-000,"1001 E MAIN ST, Zanesville OH",-81.9990935,39.9399504,1.7657724800141763,16300,1890,1,876,1,1,0,YES,876
81-01-04-01-000,"428 MOXAHALA AVE, Zanesville OH",-82.00549509999999,39.932449,1.216540121863263,56300,1900,2,3682,0,2,0,YES,1262
81-02-02-03-000,"452 MOXAHALA AVE, Zanesville OH",-82.0053854,39.9318744,1.2070014724805915,45900,1872,2,3979,6,6,0,YES,789
81-02-02-04-000,"458 MOXAHALA AVE, Zanesville OH",-82.005264,39.931735,1.209582493034168,7600,1880,1,1075,2,1,0,YES,488
81-02-03-07-000,"113 JEFFERSON ST, Zanesville OH",-82.006226,39.931742,1.162137727974812,101500,1803,2,4821,6,3,2,YES,756
81-02-03-10-000,"449 MOXAHALA AVE, Zanesville OH",-82.00595369999999,39.9319599,1.1811339920422053,39500,1901,2,2866,6,3,0,YES,706
81-58-02-43-000,"998 GREENWOOD AVE, Zanesville OH",-81.999239,39.940577,1.784241587118989,83500,2004,2,1420,4,2,0,YES,680
81-58-02-45-000,"1006 GREENWOOD AVE, Zanesville OH",-81.998893,39.940567,1.798805404968767,85900,2004,2,1430,4,2,0,YES,674
81-58-02-48-000,"1013 SILLIMAN ST, Zanesville OH",-81.99865799999999,39.9403489,1.8004042312115354,83500,2004,2,1420,4,2,0,YES,680
81-58-02-19-000,"937 SILLIMAN ST, Zanesville OH",-82.0002054,39.9403699,1.734306248384751,21200,1901,2,1918,4,2,0,YES,436
81-58-02-22-000,"958 GREENWOOD AVE, Zanesville OH",-82.000469,39.940482,1.7276511129897834,136180,1976,1,3508,8,2,0,YES,1754
81-58-02-29-000,"987 -989 E MAIN ST, Zanesville OH",-81.9993779,39.94000700000001,1.7555481948778908,21e3,1901,2,1644,4,2,0,YES,801
81-58-02-32-000,"1002 SILLIMAN ST, Zanesville OH",-81.9990778,39.94012499999999,1.7732838193824085,23200,1901,2,1523,3,1,1,YES,896
81-58-02-44-000,"1000 GREENWOOD AVE, Zanesville OH",-81.99903789999999,39.9405979,1.7937670196801776,85900,2004,2,1430,4,2,0,YES,674
81-58-02-47-000,"1018 GREENWOOD AVE, Zanesville OH",-81.998577,39.940551,1.8118953369234558,85900,2004,2,1430,4,2,0,YES,674
81-58-02-52-000,"1007 MAIN ST E, Zanesville OH",-81.998892,39.939978,1.7756855698721423,81500,2004,2,1440,4,2,0,YES,720
81-58-02-53-000,"1015 MAIN ST E, Zanesville OH",-81.99879659999999,39.9399919,1.7804149993823586,81500,2004,2,1440,4,2,0,YES,720
81-58-02-55-000,"1021 E MAIN ST, Zanesville OH",-81.998505,39.9399749,1.792596917928403,81500,2004,2,1440,4,2,0,YES,720
81-58-03-05-000,"952 E MAIN ST, Zanesville OH",-82.0013024,39.9393815,1.6471328156979839,249e3,1900,2,6e3,5,5,0,YES,9992
81-59-01-04-000,"1252 WHEELING AVE, Zanesville OH",-81.992425,39.93905700000001,2.0387256958038407,46800,1901,1,1328,3,1,0,YES,448
81-59-01-19-000,"1231 SWINGLE ST, Zanesville OH",-81.992451,39.938636,2.0243453611446096,28200,1901,1,896,2,1,0,YES,448
81-59-01-22-000,"1243 SWINGLE ST, Zanesville OH",-81.992019,39.93862,2.0443891543894246,39900,1901,1,528,2,1,0,YES,528
81-59-02-03-000,"1232 SWINGLE ST, Zanesville OH",-81.99250599999999,39.938064,2.004379387184171,9600,1901,1,356,2,1,0,YES,356
81-59-02-05-000,"1226 SWINGLE ST, Zanesville OH",-81.99263959999999,39.9383046,2.0052336937644237,23700,1910,1,968,1,1,0,YES,469
81-62-01-06-000,"130 8TH ST, Zanesville OH",-82.002831,39.937463,1.5054023057728985,6200,1901,2,1498,3,1,0,YES,728
81-62-03-01-000,"616 SOUTH ST, Zanesville OH",-82.00482099999999,39.938134,1.4455417739477217,16300,1869,2,2976,3,2,0,YES,1488
81-62-03-14-000,"161 7TH ST, Zanesville OH",-82.0044322,39.9368899,1.4126717506779847,25400,1901,2,2118,4,2,0,YES,587
81-62-03-16-000,"151 7TH ST S, Zanesville OH",-82.004508,39.937034,1.4148826063610949,21300,1901,2,1720,2,1,0,YES,888
81-62-03-17-000,"149 7TH ST, Zanesville OH",-82.004503,39.937109,1.4180130958118322,26500,1910,2,1944,3,2,0,YES,458
81-60-02-08-000,"17 CERAMIC AVE, Zanesville OH",-81.9884671,39.9396049,2.2436071835381193,36300,1920,1,1424,2,1,0,YES,796
81-60-02-13-000,"1368 WHEELING AVE, Zanesville OH",-81.98912720000001,39.93982,2.2186528282670612,41700,1935,1,1136,2,1,0,YES,1136
81-60-02-21-000,"1326 WHEELING AVE, Zanesville OH",-81.9902457,39.9397068,2.1621067793432367,83450,1900,2,1748,3,1,1,YES,886
81-60-02-24-000,"30 SOUTHARD AVE, Zanesville OH",-81.99034309999999,39.9390808,2.1382432214139335,76100,1920,2,1696,3,1,0,YES,1073
81-60-02-27-000,"1333 PALLAS AVE, Zanesville OH",-81.98941090000001,39.939066,2.1823910087806406,67300,1940,2,1616,4,1,0,YES,1017
81-60-02-32-000,"46 SOUTHARD AVE, Zanesville OH",-81.9903377,39.9387053,2.1272907455310994,123540,1939,1,936,2,1,0,YES,936
81-60-02-33-000,"50 SOUTHARD AVE, Zanesville OH",-81.99035889999999,39.9385981,2.123119482464819,57300,1920,1,1484,3,1,0,YES,900
81-60-02-34-000,"58 SOUTHARD AVE, Zanesville OH",-81.99036650000001,39.9384516,2.1184772204741953,32e3,1920,2,1218,3,1,0,YES,609
81-59-02-06-000,"1220 SWINGLE ST, Zanesville OH",-81.99283,39.938091,1.9896962171067585,24500,1920,1,1106,3,0,1,YES,1106
81-59-02-07-000,"1214 SWINGLE ST, Zanesville OH",-81.99305799999999,39.938268,1.9841971319753406,9330,1895,1,784,2,1,0,YES,588
81-59-03-09-000,"17 GLESSNER AVE, Zanesville OH",-81.993732,39.9387929,1.9687847155161213,17400,1900,1,724,2,1,1,YES,724
81-59-03-13-000,"1204 WHEELING AVE, Zanesville OH",-81.99384900000001,39.939059,1.971923824004947,5300,1901,1,800,1,1,1,YES,800
81-59-03-15-000,"1182 WHEELING AVE, Zanesville OH",-81.9941697,39.9391976,1.9615365603247754,30600,1920,2,2159,5,2,0,YES,416
81-59-03-19-000,"1162 WHEELING AVE, Zanesville OH",-81.99476000000001,39.939193,1.933977228093673,19700,1910,1,896,2,1,1,YES,408
81-59-03-20-000,"1156 WHEELING AVE, Zanesville OH",-81.9949029,39.939206,1.927799877867083,24400,1901,1,1254,2,1,0,YES,464
81-59-03-29-000,"1112 WHEELING AVE, Zanesville OH",-81.996335,39.939428,1.869728799307282,40900,1926,2,1734,4,1,1,YES,840
81-60-01-11-000,"34 CERAMIC AVE, Zanesville OH",-81.98806379999999,39.9391981,2.2509989822619896,49400,1910,1,1164,3,1,0,YES,588
