parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea,fullAddress,latitude,longitude,distanceFromWarehouseMeters
81-08-05-14-000,1236 PUTNAM AVE,"$15,100.00",2,1901,2,1,0,1204,YES,224,"1236 PUTNAM AVE, Zanesville OH",39.9194466,-82.0062234,1869.3846147271615
81-08-05-15-000,1238 PUTNAM AVE,"$32,000.00",2,1901,3,1,1,1148,YES,84,"1238 PUTNAM AVE, Zanesville OH",39.919387,-82.0062258,1871.6278314298725
81-08-06-02-000,14 JOHNSON ST,"$10,500.00",1,1930,1,1,0,690,YES,345,"14 JOHNSON ST, Zanesville OH",39.92017939999999,-82.0042496,2001.1838454339052
81-08-06-11-000,1246 MOXAHALA AVE,"$50,400.00",2,1901,3,1,0,1344,YES,832,"1246 MOXAHALA AVE, Zanesville OH",39.9192555,-82.0049717,1976.729529075683
81-08-06-15-000,1225 MUSKINGUM AVE,"$32,700.00",1,1920,1,1,0,668,NO,0,"1225 MUSKINGUM AVE, Zanesville OH",39.919629,-82.00417999999999,2026.0542507082896
81-09-01-01-000,1302 MOXAHALA AVE,"$14,000.00",2,1901,2,1,0,1372,YES,637,"1302 MOXAHALA AVE, Zanesville OH",39.919002,-82.00483899999999,1997.4930468475545
81-09-01-04-000,1314 MOXAHALA AVE,"$27,200.00",2,1901,2,1,0,992,YES,248,"1314 MOXAHALA AVE, Zanesville OH",39.9187361,-82.0049895,1996.6517729462162
81-09-01-05-000,1318 MOXAHALA AVE,"$32,300.00",2,1901,2,1,0,1134,YES,462,"1318 MOXAHALA AVE, Zanesville OH",39.918556,-82.00483,2016.9339614477988
81-09-01-11-000,11 HAYES ST,"$42,400.00",NA,NA,NA,NA,NA,NA,NA,NA,"11 HAYES ST, Zanesville OH",39.9180067,-82.00416,2093.650186237355
81-09-01-16-000,1313 MUSKINGUM AVE,"$2,400.00",NA,NA,NA,NA,NA,NA,NA,NA,"1313 MUSKINGUM AVE, Zanesville OH",39.918696,-82.004166,2063.4670797604062
81-09-02-01-000,GRANT ST,"$11,900.00",NA,NA,NA,NA,NA,NA,NA,NA,"GRANT ST, Zanesville OH",39.9353948,-81.997086,2746.7656758206404
81-09-02-04-000,PUTNAM AVE,"$36,200.00",NA,NA,NA,NA,NA,NA,NA,NA,"PUTNAM AVE, Zanesville OH",39.9248564,-82.0068538,1688.313604933527
81-09-03-06-000,1318 WOODLAWN AVE,"$1,100.00",NA,NA,NA,NA,NA,NA,NA,NA,"1318 WOODLAWN AVE, Zanesville OH",39.91865000000001,-82.007378,1813.890713990869
81-09-03-07-000,1322 WOODLAWN AVE,"$19,900.00",2,1901,2,1,0,868,YES,217,"1322 WOODLAWN AVE, Zanesville OH",39.9185643,-82.00752010000001,1807.0210785392576
81-09-03-12-000,1350 WOODLAWN AVE,"$163,400.00",NA,NA,NA,NA,NA,NA,NA,NA,"1350 WOODLAWN AVE, Zanesville OH",39.918135,-82.007368,1839.7691936894435
81-09-03-15-000,PUTNAM AVE,"$103,600.00",NA,NA,NA,NA,NA,NA,NA,NA,"PUTNAM AVE, Zanesville OH",39.9248564,-82.0068538,1688.313604933527
81-09-03-20-000,1323 PUTNAM AVE,"$22,500.00",1,1901,2,1,0,938,YES,469,"1323 PUTNAM AVE, Zanesville OH",39.91852739999999,-82.0067447,1868.6606588929105
81-09-03-22-000,1311 PUTNAM AVE,"$2,700.00",NA,NA,NA,NA,NA,NA,NA,NA,"1311 PUTNAM AVE, Zanesville OH",39.9187915,-82.0067443,1856.5305497848879
81-09-04-02-000,220 HAYES ST,"$13,900.00",1,1901,2,1,0,1008,YES,504,"220 HAYES ST, Zanesville OH",39.91767530000001,-82.0071745,1877.9621710383735
81-09-05-08-000,126 ONTARIO ST,"$145,300.00",NA,NA,NA,NA,NA,NA,NA,NA,"126 ONTARIO ST, Zanesville OH",39.9171561,-82.0061858,1979.6515428532343
81-09-05-09-000,1436 PUTNAM AVE,"$29,400.00",2,1901,6,2,0,2280,YES,840,"1436 PUTNAM AVE, Zanesville OH",39.916934,-82.006147,1994.3839651575524
81-09-05-10-000,1444 PUTNAM AVE,"$22,500.00",2,1901,2,1,0,1085,YES,413,"1444 PUTNAM AVE, Zanesville OH",39.9167836,-82.00619789999999,1998.7285517747312
81-09-06-05-000,CITY HALL,"$2,300.00",NA,NA,NA,NA,NA,NA,NA,NA,"CITY HALL, Zanesville OH",39.9419766,-82.0072261,2463.543268665152
81-09-06-08-001,NOT ON FILE,"$2,700.00",NA,NA,NA,NA,NA,NA,NA,NA,"NOT ON FILE, Zanesville OH",NA,NA,NA
81-09-06-09-000,CITY HALL,"$4,100.00",NA,NA,NA,NA,NA,NA,NA,NA,"CITY HALL, Zanesville OH",39.9419766,-82.0072261,2463.543268665152
81-10-02-06-000,1625 MOXAHALA AVE,"$85,700.00",NA,NA,NA,NA,NA,NA,NA,NA,"1625 MOXAHALA AVE, Zanesville OH",39.915062,-82.005516,2147.855516221051
81-10-02-08-000,MOXAHALA AVE,"$4,900.00",NA,NA,NA,NA,NA,NA,NA,NA,"MOXAHALA AVE, Zanesville OH",39.9151264,-82.0051831,2167.8818593813025
81-07-02-25-000,1023 MOXAHALA AVE,"$21,500.00",2,1901,4,2,0,2024,YES,1200,"1023 MOXAHALA AVE, Zanesville OH",39.9226628,-82.00556870000001,1825.2335011708972
81-07-03-07-000,1063 PUTNAM AVE,"$7,900.00",1,1901,2,1,0,872,NO,0,"1063 PUTNAM AVE, Zanesville OH",39.92181,-82.0069233,1732.0840493440387
81-07-03-10-000,1040 WOODLAWN AVE,"$28,600.00",1,1901,3,1,0,1242,YES,621,"1040 WOODLAWN AVE, Zanesville OH",39.92162099999999,-82.007533,1687.0052938099939
81-07-03-16-000,1004 WOODLAWN AVE,"$22,400.00",2,1901,3,1,0,1380,YES,270,"1004 WOODLAWN AVE, Zanesville OH",39.9224688,-82.0077003,1650.873521645492
81-08-01-11-000,1120 MOXAHALA AVE,"$9,380.00",1,1901,2,1,0,848,YES,424,"1120 MOXAHALA AVE, Zanesville OH",39.921006,-82.004876,1923.8637444673136
81-08-02-06-000,1126 PUTNAM AVE,"$24,900.00",2,1901,3,1,0,1745,YES,400,"1126 PUTNAM AVE, Zanesville OH",39.92086889999999,-82.00624359999999,1815.8842682796997
81-08-02-07-000,1130 PUTNAM AVE,"$28,700.00",2,1901,3,1,0,1536,YES,384,"1130 PUTNAM AVE, Zanesville OH",39.920795,-82.006165,1824.6945758678444
81-08-02-10-000,1138 PUTNAM AVE,"$1,300.00",NA,NA,NA,NA,NA,NA,NA,NA,"1138 PUTNAM AVE, Zanesville OH",39.92059,-82.00616099999999,1831.812896665807
81-08-02-11-000,1142 PUTNAM AVE,"$15,700.00",2,1901,2,1,0,1256,YES,248,"1142 PUTNAM AVE, Zanesville OH",39.9205279,-82.0062342,1827.9741353431743
81-08-02-16-000,1135 MOXAHALA AVE,"$25,900.00",2,1901,2,1,0,1181,YES,366,"1135 MOXAHALA AVE, Zanesville OH",39.9206673,-82.00553769999999,1880.0681138706434
81-08-03-04-000,1114 WOODLAWN AVE,"$1,300.00",NA,NA,NA,NA,NA,NA,NA,NA,"1114 WOODLAWN AVE, Zanesville OH",39.921134,-82.00742699999999,1710.6349795564502
81-08-03-05-000,1118 WOODLAWN AVE,"$11,900.00",1,1901,2,1,0,804,YES,836,"1118 WOODLAWN AVE, Zanesville OH",39.9210734,-82.0075435,1703.0919844860987
81-08-04-20-000,1219 PUTNAM AVE,"$15,200.00",2,1901,2,1,0,1092,YES,224,"1219 PUTNAM AVE, Zanesville OH",39.9197811,-82.0066974,1818.2198295870767
81-08-04-23-000,1207 -1209 PUTNAM AVE,"$8,100.00",NA,NA,NA,NA,NA,NA,NA,NA,"1207 -1209 PUTNAM AVE, Zanesville OH",39.92001270000001,-82.0067265,1806.892030294004
81-08-05-08-000,1218 PUTNAM ST,"$19,300.00",2,1900,2,1,0,1248,YES,736,"1218 PUTNAM ST, Zanesville OH",39.9198852,-82.0062549,1849.5809248770656
81-08-05-13-000,1232 PUTNAM AVE,"$16,200.00",2,1901,2,0,1,1232,YES,728,"1232 PUTNAM AVE, Zanesville OH",39.9195123,-82.00622050000001,1866.9562757547567
81-08-05-17-000,1246 PUTNAM AVE,"$20,500.00",2,1925,4,2,0,1344,YES,768,"1246 PUTNAM AVE, Zanesville OH",39.9192156,-82.0062442,1877.2856880119703
81-08-05-22-000,1227 MOXAHALA AVE,"$24,700.00",2,1901,3,1,0,1380,YES,210,"1227 MOXAHALA AVE, Zanesville OH",39.9196213,-82.0054755,1922.1674213933584
81-08-05-24-000,1215 MOXAHALA AVE,"$44,300.00",2,1901,3,1,0,1816,YES,737,"1215 MOXAHALA AVE, Zanesville OH",39.919896,-82.005602,1901.6407686620266
81-08-06-03-000,18 JOHNSON ST,"$10,800.00",1,1901,2,1,0,686,YES,343,"18 JOHNSON ST, Zanesville OH",39.9201899,-82.00437819999999,1990.361941625123
81-08-06-08-000,1226 MOXAHALA AVE,"$36,500.00",2,1901,3,1,0,1232,YES,756,"1226 MOXAHALA AVE, Zanesville OH",39.9196342,-82.0050072,1959.2550133717393
81-08-06-09-000,1232 MOXAHALA AVE,"$37,100.00",1,1901,2,1,0,936,YES,468,"1232 MOXAHALA AVE, Zanesville OH",39.9195234,-82.00497,1966.4399368012707
81-08-06-10-000,1242 MOXAHALA AVE,"$32,600.00",1,1935,2,1,0,804,YES,792,"1242 MOXAHALA AVE, Zanesville OH",39.9193336,-82.0049923,1972.0033951866567
81-08-06-16-000,1221 MUSKINGUM AVE,"$2,400.00",NA,NA,NA,NA,NA,NA,NA,NA,"1221 MUSKINGUM AVE, Zanesville OH",39.919766,-82.004181,2021.0372166874824
81-08-05-23-000,MOXAHALA AVE,"$15,900.00",NA,NA,NA,NA,NA,NA,NA,NA,"MOXAHALA AVE, Zanesville OH",39.9151264,-82.0051831,2167.8818593813025
81-08-05-26-000,1209 MOXAHALA AVE,"$15,700.00",1,1940,1,1,0,576,YES,288,"1209 MOXAHALA AVE, Zanesville OH",39.92002189999999,-82.00573910000001,1885.961939775796
81-08-06-06-000,1218 MOXAHALA AVE,"$44,700.00",2,1901,3,1,0,2228,YES,512,"1218 MOXAHALA AVE, Zanesville OH",39.9199261,-82.0049982,1949.243069906027
81-08-06-12-000,1263 MUSKINGUM AVE,"$31,400.00",1,1901,2,1,0,1144,YES,492,"1263 MUSKINGUM AVE, Zanesville OH",39.919217,-82.004176,2041.8336955920493
81-08-06-13-000,1263 MUSKINGUM AVE,"$4,800.00",NA,NA,NA,NA,NA,NA,NA,NA,"1263 MUSKINGUM AVE, Zanesville OH",39.919217,-82.004176,2041.8336955920493
81-08-06-14-000,1229 MUSKINGUM AVE,"$9,700.00",1,1959,2,1,0,460,NO,0,"1229 MUSKINGUM AVE, Zanesville OH",39.9195105,-82.00399060000001,2045.661947618829
81-08-06-17-000,1209 MUSKINGUM AVE,"$9,400.00",NA,NA,NA,NA,NA,NA,NA,NA,"1209 MUSKINGUM AVE, Zanesville OH",39.91993,-82.0043381,2002.5259771667982
81-09-01-08-000,1330 MOXAHALA AVE,"$2,800.00",NA,NA,NA,NA,NA,NA,NA,NA,"1330 MOXAHALA AVE, Zanesville OH",39.918282,-82.004825,2029.346268948194
81-09-01-10-000,MOXAHALA AVE,"$4,300.00",NA,NA,NA,NA,NA,NA,NA,NA,"MOXAHALA AVE, Zanesville OH",39.9151264,-82.0051831,2167.8818593813025
81-09-03-05-000,1316 WOODLAWN AVE,"$31,600.00",2,1901,2,2,0,1092,YES,217,"1316 WOODLAWN AVE, Zanesville OH",39.9187171,-82.00747870000001,1802.9353065558403
81-09-03-09-000,1324 WOODLAWN AVE,"$2,700.00",NA,NA,NA,NA,NA,NA,NA,NA,"1324 WOODLAWN AVE, Zanesville OH",39.9184974,-82.0074952,1812.166334906571
81-09-03-17-000,1335 PUTNAM AVE,"$17,200.00",2,1901,2,1,0,1204,YES,532,"1335 PUTNAM AVE, Zanesville OH",39.9182358,-82.0067054,1885.5533182965708
81-09-03-19-000,1327 PUTNAM AVE,"$2,500.00",NA,NA,NA,NA,NA,NA,NA,NA,"1327 PUTNAM AVE, Zanesville OH",39.918411,-82.006833,1867.3237460605712
81-09-04-03-000,WOODLAWN AVE,"$4,200.00",NA,NA,NA,NA,NA,NA,NA,NA,"WOODLAWN AVE, Zanesville OH",39.9249344,-82.00826599999999,1567.4805692774833
81-09-04-06-000,WOODLAWN AVE,"$4,100.00",NA,NA,NA,NA,NA,NA,NA,NA,"WOODLAWN AVE, Zanesville OH",39.9249344,-82.00826599999999,1567.4805692774833
81-09-04-10-000,233 GARFIELD ST,"$78,100.00",NA,NA,NA,NA,NA,NA,NA,NA,"233 GARFIELD ST, Zanesville OH",39.916742,-82.0075387,1902.1529549281377
81-09-04-11-000,GARFIELD ST,"$2,200.00",NA,NA,NA,NA,NA,NA,NA,NA,"GARFIELD ST, Zanesville OH",39.9165766,-82.00708850000001,1944.5775108276973
81-09-04-12-000,1445 PUTNAM AVE,"$22,300.00",2,1901,2,1,0,1024,YES,256,"1445 PUTNAM AVE, Zanesville OH",39.9167607,-82.00667,1964.962357443771
81-09-04-15-000,1435 PUTNAM AVE,"$16,800.00",2,1901,3,1,0,1580,YES,1048,"1435 PUTNAM AVE, Zanesville OH",39.9169764,-82.0067194,1949.4005524829527
81-09-04-16-000,1429 PUTNAM AVE,"$14,100.00",2,1901,2,1,0,1100,YES,224,"1429 PUTNAM AVE, Zanesville OH",39.9170905,-82.0067237,1942.870439582759
81-09-04-19-000,1419 PUTNAM AVE,"$24,300.00",2,1901,2,1,0,1092,YES,420,"1419 PUTNAM AVE, Zanesville OH",39.9172947,-82.0067335,1931.1794972388516
81-09-04-20-000,1417 PUTNAM AVE,"$9,600.00",2,1901,2,1,0,1082,YES,434,"1417 PUTNAM AVE, Zanesville OH",39.91737130000001,-82.006721,1928.0609275592487
81-09-04-21-000,1411 PUTNAM AVE,"$37,800.00",2,1901,2,1,0,1430,YES,427,"1411 PUTNAM AVE, Zanesville OH",39.9175173,-82.00674,1918.976853288337
81-09-04-22-000,1405 PUTNAM AVE,"$15,900.00",1,1901,2,1,0,964,YES,824,"1405 PUTNAM AVE, Zanesville OH",39.91760740000001,-82.00674719999999,1913.7612059094386
81-09-05-03-000,110 ONTARIO ST,"$33,500.00",2,1901,3,1,0,1280,YES,630,"110 ONTARIO ST, Zanesville OH",39.9171903,-82.0055817,2023.461246771894
81-09-05-06-000,120 ONTARIO ST,"$16,800.00",2,1901,3,1,0,1260,YES,630,"120 ONTARIO ST, Zanesville OH",39.9171966,-82.0058653,2001.6858794834138
81-09-05-11-000,1446 PUTNAM AVE,"$2,800.00",NA,NA,NA,NA,NA,NA,NA,NA,"1446 PUTNAM AVE, Zanesville OH",39.916718,-82.00608799999999,2010.4870621738335
81-09-06-01-000,MOXAHALA AVE,"$3,600.00",NA,NA,NA,NA,NA,NA,NA,NA,"MOXAHALA AVE, Zanesville OH",39.9151264,-82.0051831,2167.8818593813025
81-09-06-06-000,CITY HALL,"$2,300.00",NA,NA,NA,NA,NA,NA,NA,NA,"CITY HALL, Zanesville OH",39.9419766,-82.0072261,2463.543268665152
81-09-06-07-000,CITY HALL,"$2,600.00",NA,NA,NA,NA,NA,NA,NA,NA,"CITY HALL, Zanesville OH",39.9419766,-82.0072261,2463.543268665152
81-10-02-03-000,1512 PUTNAM AVE,"$16,300.00",2,1901,2,1,0,1340,YES,512,"1512 PUTNAM AVE, Zanesville OH",39.9163022,-82.00617059999999,2027.529351443129
81-10-02-07-000,MOXAHALA AVE,"$4,900.00",NA,NA,NA,NA,NA,NA,NA,NA,"MOXAHALA AVE, Zanesville OH",39.9151264,-82.0051831,2167.8818593813025
81-10-02-11-000,MOXAHALA AVE,"$4,900.00",NA,NA,NA,NA,NA,NA,NA,NA,"MOXAHALA AVE, Zanesville OH",39.9151264,-82.0051831,2167.8818593813025
81-10-03-03-000,PUTNAM AVE,"$1,000.00",NA,NA,NA,NA,NA,NA,NA,NA,"PUTNAM AVE, Zanesville OH",39.9248564,-82.0068538,1688.313604933527
81-10-03-05-000,PUTNAM AVE,"$6,400.00",NA,NA,NA,NA,NA,NA,NA,NA,"PUTNAM AVE, Zanesville OH",39.9248564,-82.0068538,1688.313604933527
81-10-03-06-000,1521 PUTNAM AVE,"$15,800.00",2,1901,3,1,0,1568,YES,392,"1521 PUTNAM AVE, Zanesville OH",39.91601929999999,-82.0069896,1984.3912578175643
81-08-03-07-000,1122 WOODLAWN AVE,"$30,300.00",2,1901,3,1,0,1396,YES,156,"1122 WOODLAWN AVE, Zanesville OH",39.9209975,-82.0075083,1708.4680520955417
81-08-03-11-000,1146 WOODLAWN AVE,"$29,900.00",2,1901,2,1,0,1088,YES,240,"1146 WOODLAWN AVE, Zanesville OH",NA,NA,NA
81-08-03-12-000,1148 WOODLAWN AVE,"$21,000.00",1,1930,2,1,0,752,YES,752,"1148 WOODLAWN AVE, Zanesville OH",39.92037819999999,-82.00748589999999,1732.1086289953519
81-08-03-16-000,1133 PUTNAM AVE,"$2,700.00",NA,NA,NA,NA,NA,NA,NA,NA,"1133 PUTNAM AVE, Zanesville OH",39.9206937,-82.0067485,1780.521613693435
81-08-03-17-000,1123 PUTNAM AVE,"$28,100.00",2,1901,2,1,0,1169,YES,449,"1123 PUTNAM AVE, Zanesville OH",39.920857,-82.00688099999999,1764.2506127725935
81-08-03-20-000,1115 PUTNAM AVE,"$40,500.00",2,1901,2,1,0,1329,YES,514,"1115 PUTNAM AVE, Zanesville OH",39.9211412,-82.00679939999999,1761.7667354557616
81-08-04-02-000,220 JOHNSON ST,"$21,790.00",1,1930,2,1,0,898,YES,449,"220 JOHNSON ST, Zanesville OH",39.920165,-82.0072416,1759.7679682690552
17-19-01-67-550,3680 COLONY HILL DR,"$121,600.00",1,2004,3,2,0,1152,NO,0,"3680 COLONY HILL DR, Zanesville OH",39.996252,-82.03102299999999,7876.296111815879
17-19-01-71-550,3700 COLONY HILL DR,"$101,400.00",1,2004,2,2,0,912,NO,0,"3700 COLONY HILL DR, Zanesville OH",39.9960359,-82.031493,7854.293653214167
17-19-01-73-550,3718 COLONY HILL DR,"$88,500.00",1,2004,2,1,0,864,NO,0,"3718 COLONY HILL DR, Zanesville OH",39.9959149,-82.032049,7843.5079797920025
17-19-01-74-550,3714 COLONY HILL DR,"$96,600.00",1,2004,2,1,0,864,NO,0,"3714 COLONY HILL DR, Zanesville OH",39.995919,-82.03192299999999,7843.33462976492
17-19-01-75-550,3710 COLONY HILL DR,"$105,200.00",1,2004,3,2,0,912,NO,0,"3710 COLONY HILL DR, Zanesville OH",39.996007,-82.0319109,7853.054807113275
17-19-01-76-550,3712 COLONY HILL DR,"$101,400.00",1,2004,2,2,0,912,NO,0,"3712 COLONY HILL DR, Zanesville OH",39.996098,-82.03190599999999,7863.144009798127
17-19-01-83-550,3744 COLONY HILL DR,"$88,500.00",1,2004,2,1,0,864,NO,0,"3744 COLONY HILL DR, Zanesville OH",39.995945,-82.03283499999999,7851.10610592121
17-19-01-89-550,3756 COLONY HILL DR,"$96,600.00",1,2004,2,1,0,864,NO,0,"3756 COLONY HILL DR, Zanesville OH",39.995994,-82.03349000000001,7860.525547053634
17-19-03-03-700,MAPLE AVE,"$295,200.00",NA,NA,NA,NA,NA,NA,NA,NA,"MAPLE AVE, Zanesville OH",39.9721683,-82.01104389999999,5353.679032079853
17-19-03-01-700,MAPLE AVE,"$297,600.00",NA,NA,NA,NA,NA,NA,NA,NA,"MAPLE AVE, Zanesville OH",39.9721683,-82.01104389999999,5353.679032079853
81-08-04-04-000,1210 WOODLAWN AVE,"$39,900.00",2,1901,2,1,0,1210,YES,258,"1210 WOODLAWN AVE, Zanesville OH",39.9200647,-82.0075219,1741.210636924663
81-08-04-07-000,1222 WOODLAWN AVE,"$18,400.00",2,1901,3,1,0,1312,YES,256,"1222 WOODLAWN AVE, Zanesville OH",39.9197301,-82.00751149999999,1755.5163746853273
81-08-04-10-000,1232 WOODLAWN AVE,"$2,700.00",NA,NA,NA,NA,NA,NA,NA,NA,"1232 WOODLAWN AVE, Zanesville OH",39.919514,-82.007395,1773.775427515679
81-08-04-11-000,1236 WOODLAWN AVE,"$15,500.00",2,1901,2,1,0,1216,YES,472,"1236 WOODLAWN AVE, Zanesville OH",39.9194417,-82.00749909999999,1768.6545248936764
81-08-04-14-000,219 HOOVER ST,"$20,600.00",2,1901,2,1,0,840,YES,420,"219 HOOVER ST, Zanesville OH",39.91919,-82.00718739999999,1804.0928437867108
81-08-04-15-000,1247 PUTNAM AVE,"$27,700.00",1,1901,1,1,0,742,YES,443,"1247 PUTNAM AVE, Zanesville OH",NA,NA,NA
81-08-05-03-000,116 JOHNSON ST,"$46,200.00",2,1901,3,1,0,1248,YES,624,"116 JOHNSON ST, Zanesville OH",39.9201934,-82.0057898,1875.6824053950445
81-08-05-05-000,1210 PUTNAM AVE,"$18,100.00",2,1901,2,1,0,1276,YES,252,"1210 PUTNAM AVE, Zanesville OH",39.9200474,-82.00623399999999,1845.1513155387086
81-08-05-06-000,PUTNAM AVE,"$1,800.00",NA,NA,NA,NA,NA,NA,NA,NA,"PUTNAM AVE, Zanesville OH",39.9248564,-82.0068538,1688.313604933527
81-08-05-07-000,1214 PUTNAM AVE,"$15,200.00",2,1901,2,1,0,1216,YES,448,"1214 PUTNAM AVE, Zanesville OH",39.9199533,-82.006232,1848.8352965269219
81-08-05-09-000,1220 PUTNAM AVE,"$3,600.00",NA,NA,NA,NA,NA,NA,NA,NA,"1220 PUTNAM AVE, Zanesville OH",39.919782,-82.006146,1862.2686405116037
81-08-05-25-000,MOXAHALA AVE,$500.00,NA,NA,NA,NA,NA,NA,NA,NA,"MOXAHALA AVE, Zanesville OH",39.9151264,-82.0051831,2167.8818593813025
81-08-06-01-000,1203 MUSKINGUM AVE,"$24,100.00",1,1901,2,1,0,762,YES,381,"1203 MUSKINGUM AVE, Zanesville OH",NA,NA,NA
81-08-06-04-000,1204 MOXAHALA AVE,"$24,500.00",1,1930,2,1,0,786,YES,786,"1204 MOXAHALA AVE, Zanesville OH",39.920181,-82.00504339999999,1936.5964911891788
81-08-06-05-000,1208 MOXAHALA AVE,"$54,600.00",2,1901,6,2,0,1828,YES,392,"1208 MOXAHALA AVE, Zanesville OH",39.92005229999999,-82.00501779999999,1943.1643192392808
81-09-01-03-000,1306 MOXAHALA AVE,"$7,500.00",NA,NA,NA,NA,NA,NA,NA,NA,"1306 MOXAHALA AVE, Zanesville OH",39.9189512,-82.00503069999999,1984.3714410737582
81-09-01-07-000,1330 MOXAHALA AVE,"$24,700.00",1,1901,2,1,0,1176,YES,588,"1330 MOXAHALA AVE, Zanesville OH",39.918282,-82.004825,2029.346268948194
81-09-01-09-000,1338 MOXAHALA AVE,"$20,300.00",1,1930,1,1,0,644,YES,644,"1338 MOXAHALA AVE, Zanesville OH",39.91815150000001,-82.0049688,2023.9945728037749
81-09-01-12-000,HAYES ST,"$4,400.00",NA,NA,NA,NA,NA,NA,NA,NA,"HAYES ST, Zanesville OH",39.9178287,-82.00647699999999,1923.0488302738474
81-09-02-04-001,PUTNAM AVE,"$5,000.00",NA,NA,NA,NA,NA,NA,NA,NA,"PUTNAM AVE, Zanesville OH",39.9248564,-82.0068538,1688.313604933527
81-09-02-05-000,PUTNAM AVE,"$35,200.00",NA,NA,NA,NA,NA,NA,NA,NA,"PUTNAM AVE, Zanesville OH",39.9248564,-82.0068538,1688.313604933527
81-09-03-11-000,1330 WOODLAWN AVE,"$2,700.00",NA,NA,NA,NA,NA,NA,NA,NA,"1330 WOODLAWN AVE, Zanesville OH",39.9183621,-82.00747439999999,1820.3636381620572
81-09-03-13-000,1350 WOODLAWN AVE,"$4,700.00",NA,NA,NA,NA,NA,NA,NA,NA,"1350 WOODLAWN AVE, Zanesville OH",39.918135,-82.007368,1839.7691936894435
81-09-03-14-000,1343 PUTNAM AVE,"$4,800.00",NA,NA,NA,NA,NA,NA,NA,NA,"1343 PUTNAM AVE, Zanesville OH",39.9180253,-82.0069072,1880.4065775991792
81-09-03-18-000,1331 PUTNAM AVE,"$21,300.00",2,1901,2,1,0,1085,NO,0,"1331 PUTNAM AVE, Zanesville OH",39.9183029,-82.0067237,1880.9161754289023
81-09-04-04-000,1502 WOODLAWN AVE,"$83,800.00",NA,NA,NA,NA,NA,NA,NA,NA,"1502 WOODLAWN AVE, Zanesville OH",39.91442,-82.00730899999999,2063.4644804152117
81-09-04-17-000,1425 PUTNAM AVE,"$2,700.00",NA,NA,NA,NA,NA,NA,NA,NA,"1425 PUTNAM AVE, Zanesville OH",39.917167,-82.00680899999999,1932.368682898024
81-09-04-18-000,1423 PUTNAM AVE,"$15,000.00",2,1901,2,1,0,1092,YES,224,"1423 PUTNAM AVE, Zanesville OH",39.9172318,-82.0067136,1936.0239483131484
81-09-05-01-000,104 ONTARIO ST,"$27,700.00",1.5,1901,2,1,0,1409,YES,343,"104 ONTARIO ST, Zanesville OH",39.9172001,-82.0053729,2038.7926082865195
81-08-06-18-000,1209 MUSKINGUM AVE,"$28,800.00",1,1901,2,1,0,1428,YES,514,"1209 MUSKINGUM AVE, Zanesville OH",39.91993,-82.0043381,2002.5259771667982
81-09-01-02-000,1306 MOXAHALA AVE,"$25,500.00",1,1901,2,1,0,699,YES,349,"1306 MOXAHALA AVE, Zanesville OH",39.9189512,-82.00503069999999,1984.3714410737582
81-09-01-06-000,1318 MOXAHALA AVE,"$5,800.00",NA,NA,NA,NA,NA,NA,NA,NA,"1318 MOXAHALA AVE, Zanesville OH",39.918556,-82.00483,2016.9339614477988
81-09-01-13-000,MUSKINGUM AVE,"$4,600.00",NA,NA,NA,NA,NA,NA,NA,NA,"MUSKINGUM AVE, Zanesville OH",39.9290567,-82.00408809999999,1961.035075630891
81-09-01-14-000,1327 MUSKINGUM AVE,"$30,200.00",2,1901,4,1,0,1856,YES,464,"1327 MUSKINGUM AVE, Zanesville OH",39.9184475,-82.00408,2080.685970311532
81-09-01-15-000,1319 MUSKINGUM AVE,"$27,600.00",2,1901,2,1,0,1304,NO,0,"1319 MUSKINGUM AVE, Zanesville OH",39.918609,-82.00409379999999,2072.7984586195744
81-09-01-17-000,1311 MUSKINGUM AVE,"$25,300.00",1,1901,2,1,0,992,YES,992,"1311 MUSKINGUM AVE, Zanesville OH",39.91897,-82.00416799999999,2052.173604889322
81-09-01-18-000,1311 MUSKINGUM AVE,"$2,400.00",NA,NA,NA,NA,NA,NA,NA,NA,"1311 MUSKINGUM AVE, Zanesville OH",39.91897,-82.00416799999999,2052.173604889322
81-09-02-02-000,PUTNAM AVE,"$11,900.00",NA,NA,NA,NA,NA,NA,NA,NA,"PUTNAM AVE, Zanesville OH",39.9248564,-82.0068538,1688.313604933527
81-09-02-03-000,1318 PUTNAM AVE,"$388,200.00",NA,NA,NA,NA,NA,NA,NA,NA,"1318 PUTNAM AVE, Zanesville OH",39.9186169,-82.0058859,1931.4208027852783
81-09-03-01-000,1301 PUTNAM AVE,"$29,800.00",2,1901,4,1,0,1444,YES,466,"1301 PUTNAM AVE, Zanesville OH",39.9189928,-82.00675319999999,1846.8242701663933
81-09-03-01-700,MOXAHALA AVE,"$1,500.00",NA,NA,NA,NA,NA,NA,NA,NA,"MOXAHALA AVE, Zanesville OH",39.9151264,-82.0051831,2167.8818593813025
81-10-02-09-000,MOXAHALA AVE,"$4,900.00",NA,NA,NA,NA,NA,NA,NA,NA,"MOXAHALA AVE, Zanesville OH",39.9151264,-82.0051831,2167.8818593813025
